entry_time,exit_time,direction,entry_price,exit_price,stop_loss,peak_profit,pnl,exit_reason,month
2019-01-11 12:00:00+05:30,2019-01-11 15:00:00+05:30,short,10767.8,10805.0,10800.1034,24.799999999999272,-37.2,STOP_LOSS,2019-01
2019-01-15 10:30:00+05:30,2019-01-15 15:20:00+05:30,long,10825.7,10895.25,10793.2229,69.54999999999927,69.55,EOD_EXIT,2019-01
2019-01-21 09:40:00+05:30,2019-01-21 14:40:00+05:30,long,10953.1,10977.5,10952.189288902518,30.69999999999891,24.4,ST_TOUCH,2019-01
2019-01-24 10:00:00+05:30,2019-01-24 15:10:00+05:30,short,10824.75,10859.4,10857.22425,21.299999999999272,-34.65,STOP_LOSS,2019-01
2019-01-28 10:35:00+05:30,2019-01-28 14:30:00+05:30,short,10705.6,10672.0,10705.791981906086,70.10000000000036,33.6,TRAILING_PROFIT,2019-01
2019-01-29 13:05:00+05:30,2019-01-29 15:15:00+05:30,short,10607.15,10659.8,10638.97145,21.350000000000364,-52.65,STOP_LOSS,2019-01
2019-02-04 10:35:00+05:30,2019-02-04 14:20:00+05:30,short,10845.2,10879.0,10877.7356,27.5,-33.8,STOP_LOSS,2019-02
2019-02-08 09:45:00+05:30,2019-02-08 13:35:00+05:30,short,11021.85,10991.55,11027.242816963964,68.64999999999964,30.3,ST_TOUCH,2019-02
2019-02-11 10:25:00+05:30,2019-02-11 14:20:00+05:30,short,10874.25,10906.95,10906.87275,7.75,-32.7,STOP_LOSS,2019-02
2019-02-14 09:55:00+05:30,2019-02-14 15:00:00+05:30,short,10757.1,10736.5,10789.3713,33.55000000000109,20.6,ST_TOUCH,2019-02
2019-02-18 11:05:00+05:30,2019-02-18 12:45:00+05:30,short,10645.05,10677.95,10676.985149999999,4.849999999998545,-32.9,STOP_LOSS,2019-02
2019-02-21 10:25:00+05:30,2019-02-21 14:40:00+05:30,long,10732.35,10772.65,10700.15295,71.25,40.3,ST_TOUCH,2019-02
2019-02-25 11:55:00+05:30,2019-02-25 15:20:00+05:30,long,10813.1,10882.15,10780.6607,72.29999999999927,69.05,EOD_EXIT,2019-02
2019-02-26 11:35:00+05:30,2019-02-26 14:50:00+05:30,long,10813.75,10846.1,10811.044118022499,67.25,32.35,ST_TOUCH,2019-02
2019-02-27 11:25:00+05:30,2019-02-27 13:35:00+05:30,short,10859.6,10811.7,10867.66683499064,97.64999999999964,47.9,TRAILING_PROFIT,2019-02
2019-02-28 12:30:00+05:30,2019-02-28 14:00:00+05:30,short,10800.1,10832.8,10832.5003,9.450000000000728,-32.7,STOP_LOSS,2019-02
2019-03-05 11:40:00+05:30,2019-03-05 15:20:00+05:30,long,10894.0,10990.25,10861.318,97.5,96.25,EOD_EXIT,2019-03
2019-03-08 09:40:00+05:30,2019-03-08 15:20:00+05:30,short,11022.1,11037.3,11055.1663,9.600000000000364,-15.2,EOD_EXIT,2019-03
2019-03-12 10:05:00+05:30,2019-03-12 15:20:00+05:30,long,11271.15,11290.85,11237.33655,47.20000000000073,19.7,EOD_EXIT,2019-03
2019-03-15 09:55:00+05:30,2019-03-15 15:20:00+05:30,long,11422.9,11430.3,11388.6313,57.55000000000109,7.4,EOD_EXIT,2019-03
2019-03-18 11:50:00+05:30,2019-03-18 15:10:00+05:30,short,11423.05,11461.05,11457.31915,6.649999999999636,-38.0,STOP_LOSS,2019-03
