datetime,Open,High,Low,Close,Volume
04-08-2025 10:45,24641.75,24642.15,24603.55,24625.25,0
04-08-2025 11:00,24625.55,24669.5,24622.15,24664.35,0
04-08-2025 11:15,24664.5,24682.75,24662.35,24666.45,0
04-08-2025 11:30,24666.75,24683.95,24632.55,24669.35,0
04-08-2025 11:45,24669.25,24684.65,24667.85,24679.45,0
04-08-2025 12:00,24679,24683.85,24659.55,24676.8,0
04-08-2025 12:15,24676.75,24696.8,24667.3,24694.6,0
04-08-2025 12:30,24694.95,24720.95,24689.65,24692.4,0
04-08-2025 12:45,24692.8,24709.5,24686.75,24705.7,0
04-08-2025 13:00,24705.65,24722.25,24693.05,24698.75,0
04-08-2025 13:15,24698.65,24704.5,24644.1,24668.8,0
04-08-2025 13:30,24671.05,24702.7,24667.3,24701.7,0
04-08-2025 13:45,24701.35,24734.65,24700.7,24718.65,0
04-08-2025 14:00,24718.3,24725.25,24682.2,24719.45,0
04-08-2025 14:15,24721.1,24726.5,24713.8,24721.8,0
04-08-2025 14:30,24721.8,24734.35,24699.3,24699.3,0
04-08-2025 14:45,24698.5,24729.65,24689.1,24725.75,0
04-08-2025 15:00,24726.35,24727.2,24701.7,24719.25,0
04-08-2025 15:15,24719.25,24736.25,24718.55,24726.9,0
05-08-2025 09:15,24720.25,24733.1,24664.2,24673,0
05-08-2025 09:30,24672.75,24684.05,24628.25,24631.9,0
05-08-2025 09:45,24631.8,24632.75,24599.35,24605.1,0
05-08-2025 10:00,24606.05,24634.55,24593.15,24618.75,0
05-08-2025 10:15,24618.5,24644.7,24611.1,24625.8,0
05-08-2025 10:30,24625.8,24633.4,24596.85,24615.85,0
05-08-2025 10:45,24616.35,24629.35,24605.05,24620.2,0
05-08-2025 11:00,24620.5,24635,24604.15,24635,0
05-08-2025 11:15,24633.9,24646.6,24625.75,24637.1,0
05-08-2025 11:30,24637.35,24638.3,24618.25,24632.9,0
05-08-2025 11:45,24633.85,24636.1,24615.7,24624.7,0
05-08-2025 12:00,24625.35,24668.7,24619.3,24658.1,0
05-08-2025 12:15,24658.9,24665.05,24647.85,24657.1,0
05-08-2025 12:30,24656.8,24657.8,24620.95,24649.95,0
05-08-2025 12:45,24649.25,24650.45,24629.6,24639.1,0
05-08-2025 13:00,24637.75,24642.35,24617,24628.8,0
05-08-2025 13:15,24628.2,24629.3,24594.3,24605,0
05-08-2025 13:30,24604.5,24618.65,24593,24609.75,0
