bar_index,time,open,high,low,close,candle_range,avg_range_lookback,range_std_dev,min_range_window,max_range_window,compression_ratio,compression_pct,atr,atr_pct_of_close,body_ratio,wick_ratio,candle_direction,zone_type,zone_score,is_progressive_squeeze,prior_trend,price_vs_sma20,resistance_level,support_level,range_above_support,range_below_resist,volume_ratio_vs_avg,candles_to_breakout,breakout_direction,breakout_magnitude,max_move_next_5,max_move_next_10
85,09-12-2024 10:05,24605.5,24610.45,24589.5,24594.5,20.95,36.23,11.8788,24.7,62.2,0.5783,57.8%,28.395,0.12%,0.525,0.475,Bearish,Strong Contraction,53.4,True,Downtrend,Below SMA20,24705.0,24604.85,-10.35,110.5,N/A,1,Downside Breakdown,19.95,26.05,51.55
91,09-12-2024 10:35,24594.2,24600.5,24589.05,24595.85,11.45,26.38,5.5732,16.65,38.1,0.434,43.4%,24.9284,0.1%,0.144,0.856,Bullish,Moderate Contraction,48.6,False,Downtrend,Below SMA20,24671.65,24580.05,15.8,75.8,N/A,10,Upside Breakout,4.55,50.2,80.35
94,09-12-2024 10:50,24629.25,24635.35,24621.65,24626.85,13.7,24.42,9.2947,11.45,45.5,0.561,56.1%,24.9694,0.1%,0.175,0.825,Bearish,Moderate Contraction,30.2,False,Uptrend,Above SMA20,24646.05,24580.05,46.8,19.2,N/A,5,Upside Breakout,2.9,22.1,60.9
97,09-12-2024 11:05,24615.65,24624.7,24615.1,24619.9,9.6,22.89,10.2682,11.45,45.5,0.4194,41.9%,21.0875,0.09%,0.443,0.557,Bullish,Moderate Contraction,42.5,False,Uptrend,Above SMA20,24646.05,24580.05,39.85,26.15,N/A,2,Upside Breakout,2.9,57.6,69.5
100,09-12-2024 11:20,24648.55,24659.9,24648.25,24656.9,11.65,19.315,10.4798,9.6,45.5,0.6032,60.3%,19.2273,0.08%,0.717,0.283,Bullish,Mild Contraction,25.0,False,Uptrend,Above SMA20,24648.95,24589.05,67.85,-7.95,N/A,1,Upside Breakout,27.25,32.5,32.5
103,09-12-2024 11:35,24670.4,24672.85,24662.8,24672.75,10.05,18.275,10.2093,9.6,45.5,0.5499,55.0%,17.4416,0.07%,0.234,0.766,Bullish,Moderate Contraction,31.6,False,Uptrend,Above SMA20,24677.5,24600.55,72.2,4.75,N/A,1,Upside Breakout,10.25,16.65,22.6
112,09-12-2024 12:20,24660.15,24665.3,24656.5,24659.95,8.8,14.025,3.7939,10.05,23.45,0.6275,62.7%,14.2485,0.06%,0.023,0.977,Bearish,Strong Contraction,51.0,True,Downtrend,Above SMA20,24689.4,24650.15,9.8,29.45,N/A,2,Downside Breakdown,17.35,41.5,41.5
130,09-12-2024 13:50,24630.95,24633.65,24622.4,24630.9,11.25,16.65,4.174,11.85,25.7,0.6757,67.6%,15.1093,0.06%,0.004,0.996,Bearish,Mild Contraction,27.9,False,Uptrend,Below SMA20,24663.0,24620.25,10.65,32.1,N/A,2,Downside Breakdown,1.65,24.8,35.8
135,09-12-2024 14:15,24615.7,24619.65,24611.6,24614.85,8.05,14.99,4.0823,9.7,21.6,0.537,53.7%,14.7757,0.06%,0.106,0.894,Bearish,Moderate Contraction,37.8,False,Downtrend,Below SMA20,24650.95,24606.1,8.75,36.1,N/A,1,Downside Breakdown,5.4,19.75,30.4
143,09-12-2024 14:55,24628.05,24633.35,24622.45,24629.05,10.9,18.5,5.5665,8.05,25.7,0.5892,58.9%,17.1622,0.07%,0.092,0.908,Bullish,Mild Contraction,27.7,False,Uptrend,Above SMA20,24645.25,24595.1,33.95,16.2,N/A,7,Upside Breakout,9.95,24.15,35.8
147,09-12-2024 15:15,24609.6,24618.05,24607.8,24616.25,10.25,19.84,6.1964,10.9,29.75,0.5166,51.7%,17.7423,0.07%,0.649,0.351,Bullish,Moderate Contraction,38.2,False,Uptrend,Below SMA20,24645.25,24595.1,21.15,29.0,N/A,3,Upside Breakout,9.95,38.95,44.6
154,10-12-2024 09:35,24631.4,24638.65,24625.2,24635.65,13.45,26.58,12.8528,10.25,45.25,0.506,50.6%,25.2001,0.1%,0.316,0.684,Bullish,Moderate Contraction,32.3,False,Uptrend,Above SMA20,24655.2,24593.25,42.4,19.55,N/A,2,Upside Breakout,0.95,42.15,42.15
159,10-12-2024 10:00,24669.9,24677.8,24660.4,24660.65,17.4,27.225,11.6097,13.45,45.25,0.6391,63.9%,22.8335,0.09%,0.532,0.468,Bearish,Mild Contraction,22.0,False,Uptrend,Above SMA20,24674.25,24593.25,67.4,13.6,N/A,,,,23.45,46.15
162,10-12-2024 10:15,24656.35,24665.65,24652.3,24662.9,13.35,22.895,10.1633,13.45,45.25,0.5831,58.3%,19.9891,0.08%,0.491,0.509,Bullish,Moderate Contraction,31.4,False,Uptrend,Above SMA20,24677.8,24593.25,69.65,14.9,N/A,,,,48.4,48.4
168,10-12-2024 10:45,24625.6,24634.5,24623.75,24634.5,10.75,18.295,6.0268,12.75,28.65,0.5876,58.8%,18.7013,0.08%,0.828,0.172,Bullish,Moderate Contraction,32.7,False,Downtrend,Below SMA20,24677.8,24614.5,20.0,43.3,N/A,18,Downside Breakdown,45.95,17.0,24.1
174,10-12-2024 11:15,24651.6,24653.1,24647.35,24647.9,5.75,14.99,5.7141,9.1,28.65,0.3836,38.4%,14.859,0.06%,0.643,0.357,Bearish,Moderate Contraction,46.2,False,Downtrend,Above SMA20,24656.45,24614.5,33.4,8.55,N/A,3,Upside Breakout,2.15,10.7,28.95
181,10-12-2024 11:50,24628.9,24637.2,24628.9,24631.55,8.3,13.265,6.1954,5.75,26.75,0.6257,62.6%,13.7259,0.06%,0.319,0.681,Bullish,Mild Contraction,21.5,False,Uptrend,Below SMA20,24658.6,24627.05,4.5,27.05,N/A,1,Downside Breakdown,4.0,63.0,97.25
194,10-12-2024 12:55,24562.8,24570.15,24557.65,24566.2,12.5,23.62,12.0346,14.95,52.45,0.5292,52.9%,19.7116,0.08%,0.272,0.728,Bullish,Strong Contraction,54.4,True,Downtrend,Below SMA20,24647.55,24534.3,31.9,81.35,N/A,4,Downside Breakdown,6.9,40.25,55.55
197,10-12-2024 13:10,24556.3,24559.5,24545.85,24551.05,13.65,20.645,6.7147,12.5,35.65,0.6612,66.1%,19.2002,0.08%,0.385,0.615,Bearish,Mild Contraction,24.6,False,Downtrend,Below SMA20,24597.45,24534.3,16.75,46.4,N/A,1,Downside Breakdown,6.9,25.1,40.4
205,10-12-2024 13:50,24516.45,24527.2,24513.3,24526.35,13.9,22.925,6.1039,13.65,30.6,0.6063,60.6%,21.8189,0.09%,0.712,0.288,Bullish,Moderate Contraction,32.2,False,Downtrend,Below SMA20,24576.9,24510.65,15.7,50.55,N/A,14,Upside Breakout,30.65,22.85,36.8
209,10-12-2024 14:10,24548.35,24548.4,24536.0,24540.45,12.4,22.36,6.3875,13.9,30.6,0.5546,55.5%,19.9875,0.08%,0.637,0.363,Bearish,Moderate Contraction,36.1,False,Downtrend,Below SMA20,24569.95,24510.65,29.8,29.5,N/A,10,Upside Breakout,37.6,22.7,67.1
214,10-12-2024 14:35,24536.0,24541.55,24530.6,24535.1,10.95,21.145,10.4209,9.8,38.35,0.5179,51.8%,20.8865,0.09%,0.082,0.918,Bearish,Moderate Contraction,33.3,False,Uptrend,Below SMA20,24563.15,24510.65,24.45,28.05,N/A,3,Upside Breakout,1.85,72.45,93.6
218,10-12-2024 14:55,24555.2,24557.4,24549.8,24553.85,7.6,18.955,10.6715,9.8,38.35,0.4009,40.1%,18.1511,0.07%,0.178,0.822,Bearish,Moderate Contraction,42.4,False,Uptrend,Above SMA20,24565.0,24524.8,29.05,11.15,N/A,1,Upside Breakout,42.55,68.2,87.35
221,10-12-2024 15:10,24622.05,24622.05,24605.45,24612.0,16.6,23.815,15.2718,7.6,53.3,0.697,69.7%,23.0297,0.09%,0.605,0.395,Bearish,Mild Contraction,11.4,False,Uptrend,Above SMA20,24620.3,24524.8,87.2,8.3,N/A,3,Upside Breakout,8.4,29.2,37.0
230,11-12-2024 09:40,24625.35,24628.95,24614.3,24617.55,14.65,21.345,10.1411,9.55,43.6,0.6863,68.6%,21.1541,0.09%,0.532,0.468,Bearish,Mild Contraction,15.4,False,Downtrend,Above SMA20,24649.0,24589.9,27.65,31.45,N/A,2,Downside Breakdown,6.05,33.7,49.1
235,11-12-2024 10:05,24624.7,24628.5,24613.55,24616.45,14.95,25.93,8.4626,14.65,43.6,0.5766,57.7%,23.1169,0.09%,0.552,0.448,Bearish,Moderate Contraction,33.0,False,Uptrend,Above SMA20,24649.0,24583.85,32.6,32.55,N/A,4,Upside Breakout,17.65,50.2,60.55
243,11-12-2024 10:45,24665.75,24677.0,24664.1,24671.75,12.9,25.585,7.425,14.95,40.1,0.5042,50.4%,22.8265,0.09%,0.465,0.535,Bullish,Moderate Contraction,39.7,False,Uptrend,Above SMA20,24672.6,24600.85,70.9,0.85,N/A,1,Upside Breakout,3.5,23.25,25.95
246,11-12-2024 11:00,24654.4,24660.15,24651.6,24652.75,8.55,22.07,8.4946,10.55,40.1,0.3874,38.7%,18.9258,0.08%,0.193,0.807,Bearish,Moderate Contraction,45.8,False,Uptrend,Above SMA20,24677.0,24600.85,51.9,24.25,N/A,7,Upside Breakout,14.75,13.5,39.0
250,11-12-2024 11:20,24656.5,24666.25,24656.4,24658.8,9.85,15.315,4.8463,8.55,22.95,0.6432,64.3%,15.9984,0.06%,0.234,0.766,Bullish,Mild Contraction,25.0,False,Downtrend,Above SMA20,24677.0,24636.95,21.85,18.2,N/A,3,Upside Breakout,14.75,32.95,32.95
260,11-12-2024 12:10,24663.3,24667.3,24658.05,24661.75,9.25,14.6,6.1379,8.2,23.85,0.6336,63.4%,14.5912,0.06%,0.168,0.832,Bearish,Mild Contraction,24.9,False,Uptrend,Below SMA20,24691.75,24651.2,10.55,30.0,N/A,1,Downside Breakdown,8.1,34.6,35.65
263,11-12-2024 12:25,24654.05,24658.85,24650.7,24653.4,8.15,15.405,5.596,9.25,23.85,0.529,52.9%,14.9249,0.06%,0.08,0.92,Bearish,Moderate Contraction,36.3,False,Downtrend,Below SMA20,24691.75,24643.1,10.3,38.35,N/A,2,Downside Breakdown,15.95,27.3,27.3
268,11-12-2024 12:50,24644.45,24645.95,24638.2,24642.25,7.75,18.05,9.4536,8.15,36.85,0.4294,42.9%,16.73,0.07%,0.284,0.716,Bearish,Strong Contraction,60.9,True,Downtrend,Below SMA20,24686.55,24626.1,16.15,44.3,N/A,,,,23.65,24.75
271,11-12-2024 13:05,24649.05,24655.75,24647.45,24654.45,8.3,17.465,9.1798,7.75,36.85,0.4752,47.5%,15.2367,0.06%,0.651,0.349,Bullish,Moderate Contraction,36.7,False,Downtrend,Below SMA20,24672.15,24626.1,28.35,17.7,N/A,20,Downside Breakdown,1.35,12.55,12.55
275,11-12-2024 13:25,24655.35,24658.4,24650.45,24657.9,7.95,16.365,8.9627,7.75,36.85,0.4858,48.6%,13.4518,0.05%,0.321,0.679,Bullish,Moderate Contraction,36.5,False,Uptrend,Above SMA20,24665.9,24626.1,31.8,8.0,N/A,1,Upside Breakout,1.1,14.4,14.4
285,11-12-2024 14:15,24652.2,24654.15,24646.85,24649.95,7.3,12.76,2.7354,7.95,16.2,0.5721,57.2%,12.3112,0.05%,0.308,0.692,Bearish,Moderate Contraction,37.3,False,Downtrend,Below SMA20,24667.0,24643.5,6.45,17.05,N/A,1,Downside Breakdown,5.15,18.9,34.4
296,11-12-2024 15:10,24645.85,24654.75,24645.0,24650.6,9.75,14.155,4.7436,7.55,24.15,0.6888,68.9%,13.2725,0.05%,0.487,0.513,Bullish,Mild Contraction,18.6,False,Uptrend,Above SMA20,24657.95,24615.55,35.05,7.35,N/A,4,Downside Breakdown,11.1,46.15,46.15
308,12-12-2024 09:55,24642.75,24644.05,24629.75,24634.95,14.3,21.975,11.4208,8.2,49.35,0.6507,65.1%,19.1031,0.08%,0.545,0.455,Bearish,Mild Contraction,17.3,False,Downtrend,Below SMA20,24675.25,24604.45,30.5,40.3,N/A,7,Downside Breakdown,13.25,26.05,43.75
311,12-12-2024 10:10,24614.8,24626.65,24613.95,24618.85,12.7,19.91,5.6512,14.3,32.9,0.6379,63.8%,18.9563,0.08%,0.319,0.681,Bullish,Mild Contraction,29.9,False,Downtrend,Below SMA20,24675.25,24614.0,4.85,56.4,N/A,1,Downside Breakdown,5.1,27.65,33.95
314,12-12-2024 10:25,24617.35,24620.35,24612.05,24615.4,8.3,18.695,6.5998,11.0,32.9,0.444,44.4%,16.5954,0.07%,0.235,0.765,Bearish,Moderate Contraction,42.5,False,Downtrend,Below SMA20,24675.25,24608.9,6.5,59.85,N/A,1,Downside Breakdown,17.7,24.2,30.5
317,12-12-2024 10:40,24610.95,24617.1,24606.75,24611.05,10.35,17.365,7.966,8.3,34.95,0.596,59.6%,17.1103,0.07%,0.01,0.99,Bullish,Mild Contraction,25.8,False,Downtrend,Below SMA20,24650.45,24591.2,19.85,39.4,N/A,4,Downside Breakdown,6.3,26.15,26.15
322,12-12-2024 11:05,24599.2,24602.55,24591.75,24598.55,10.8,15.65,8.3446,8.3,34.95,0.6901,69.0%,15.8654,0.06%,0.06,0.94,Bearish,Mild Contraction,16.7,False,Downtrend,Below SMA20,24628.15,24584.9,13.65,29.6,N/A,9,Downside Breakdown,1.15,13.9,14.8
327,12-12-2024 11:30,24603.2,24606.6,24598.25,24600.6,8.35,13.46,4.4579,9.25,23.65,0.6204,62.0%,13.7641,0.06%,0.311,0.689,Bearish,Moderate Contraction,30.3,False,Downtrend,Below SMA20,24622.65,24584.9,15.7,22.05,N/A,4,Downside Breakdown,1.15,16.85,48.95
337,12-12-2024 12:20,24560.65,24563.0,24553.45,24557.2,9.55,14.74,7.3519,7.85,30.3,0.6479,64.8%,14.9986,0.06%,0.361,0.639,Bearish,Moderate Contraction,41.6,True,Downtrend,Below SMA20,24606.6,24551.65,5.55,49.4,N/A,11,Downside Breakdown,2.8,26.45,26.45
340,12-12-2024 12:35,24581.25,24583.3,24574.6,24577.15,8.7,16.25,6.4488,8.35,30.3,0.5354,53.5%,14.2658,0.06%,0.471,0.529,Bearish,Moderate Contraction,34.4,False,Downtrend,Below SMA20,24603.7,24551.65,25.5,26.55,N/A,8,Downside Breakdown,2.8,7.8,28.3
343,12-12-2024 12:50,24576.1,24583.55,24572.55,24579.05,11.0,15.725,6.7474,8.7,30.3,0.6995,70.0%,13.196,0.05%,0.268,0.732,Bullish,Mild Contraction,17.0,False,Uptrend,Below SMA20,24598.8,24551.65,27.4,19.75,N/A,5,Downside Breakdown,2.8,30.2,36.0
353,12-12-2024 13:40,24571.95,24579.85,24571.5,24574.7,8.35,15.12,7.6961,7.8,30.35,0.5522,55.2%,15.1835,0.06%,0.329,0.671,Bullish,Moderate Contraction,31.3,False,Downtrend,Above SMA20,24583.55,24543.05,31.65,8.85,N/A,14,Downside Breakdown,10.7,27.4,27.4
357,12-12-2024 14:00,24552.3,24558.1,24548.45,24551.6,9.65,17.2,7.2936,8.35,30.35,0.561,56.1%,15.3878,0.06%,0.073,0.927,Bearish,Moderate Contraction,30.2,False,Downtrend,Below SMA20,24579.85,24543.05,8.55,28.25,N/A,10,Downside Breakdown,10.7,25.45,25.45
362,12-12-2024 14:25,24561.35,24562.1,24554.5,24556.95,7.6,15.595,6.6238,8.35,30.35,0.4873,48.7%,13.7141,0.06%,0.579,0.421,Bearish,Moderate Contraction,38.2,False,Downtrend,Below SMA20,24579.85,24543.85,13.1,22.9,N/A,5,Downside Breakdown,11.5,24.6,29.0
371,12-12-2024 15:10,24554.45,24556.7,24548.8,24549.9,7.9,13.495,4.3587,7.6,20.6,0.5854,58.5%,13.5476,0.06%,0.576,0.424,Bearish,Moderate Contraction,31.9,False,Downtrend,Below SMA20,24572.65,24527.95,21.95,22.75,N/A,4,Downside Breakdown,58.5,130.85,184.1
382,13-12-2024 09:50,24388.7,24389.65,24369.1,24373.4,20.55,31.44,16.0849,7.4,56.5,0.6536,65.4%,27.9951,0.11%,0.745,0.255,Bearish,Mild Contraction,15.1,False,Downtrend,Below SMA20,24561.3,24365.8,7.6,187.9,N/A,3,Downside Breakdown,12.7,73.8,181.9
386,13-12-2024 10:10,24353.7,24358.05,24343.7,24353.1,14.35,33.515,11.4817,20.55,56.5,0.4282,42.8%,27.6591,0.11%,0.042,0.958,Bearish,Moderate Contraction,43.9,False,Downtrend,Below SMA20,24475.55,24353.1,0.0,122.45,N/A,1,Downside Breakdown,53.5,161.6,172.3
396,13-12-2024 11:00,24259.75,24269.85,24246.7,24259.7,23.15,43.135,17.732,14.35,74.4,0.5367,53.7%,38.2281,0.16%,0.002,0.998,Bearish,Mild Contraction,28.9,False,Downtrend,Below SMA20,24358.05,24180.8,78.9,98.35,N/A,6,Upside Breakout,1.8,83.3,157.9
405,13-12-2024 11:45,24364.95,24378.5,24357.0,24372.7,21.5,48.755,20.3962,23.15,95.25,0.441,44.1%,43.5231,0.18%,0.36,0.64,Bullish,Strong Contraction,61.5,True,Uptrend,Above SMA20,24376.2,24225.9,146.8,3.5,N/A,1,Upside Breakout,41.4,226.1,242.85
409,13-12-2024 12:05,24542.85,24543.2,24505.05,24530.7,38.15,58.28,32.2425,21.5,134.5,0.6546,65.5%,57.4784,0.23%,0.318,0.682,Bearish,Mild Contraction,16.7,False,Uptrend,Above SMA20,24598.8,24266.85,263.85,68.1,N/A,3,Upside Breakout,0.1,84.85,104.35
412,13-12-2024 12:20,24597.3,24598.9,24563.8,24577.55,35.1,59.79,31.8418,21.5,134.5,0.5871,58.7%,54.2497,0.22%,0.563,0.437,Bearish,Mild Contraction,23.2,False,Uptrend,Above SMA20,24598.8,24293.5,284.05,21.25,N/A,1,Upside Breakout,16.75,79.65,110.65
415,13-12-2024 12:35,24538.35,24559.0,24519.6,24549.1,39.4,59.035,32.4457,21.5,134.5,0.6674,66.7%,52.8249,0.22%,0.273,0.727,Bullish,Mild Contraction,15.4,False,Uptrend,Above SMA20,24615.55,24357.0,192.1,66.45,N/A,4,Upside Breakout,19.5,139.1,139.1
418,13-12-2024 12:50,24558.1,24577.05,24551.3,24572.25,25.75,51.945,18.0616,30.5,88.35,0.4957,49.6%,48.074,0.2%,0.55,0.45,Bullish,Moderate Contraction,38.9,False,Uptrend,Above SMA20,24615.55,24497.9,74.35,43.3,N/A,1,Upside Breakout,19.5,115.95,164.1
421,13-12-2024 13:05,24670.15,24678.9,24657.3,24663.95,21.6,47.625,14.9981,25.75,67.2,0.4535,45.4%,47.0947,0.19%,0.287,0.713,Bearish,Moderate Contraction,42.8,False,Uptrend,Above SMA20,24688.2,24497.9,166.05,24.25,N/A,6,Upside Breakout,19.5,89.15,93.95
425,13-12-2024 13:25,24636.9,24663.9,24635.2,24663.9,28.7,46.175,16.5361,21.6,67.05,0.6215,62.2%,46.9618,0.19%,0.941,0.059,Bullish,Mild Contraction,24.0,False,Uptrend,Above SMA20,24688.2,24497.9,166.0,24.3,N/A,2,Upside Breakout,19.5,94.0,94.0
429,13-12-2024 13:45,24722.1,24748.65,24719.2,24737.5,29.45,44.875,14.8503,21.6,67.05,0.6563,65.6%,42.2695,0.17%,0.523,0.477,Bullish,Mild Contraction,20.9,False,Uptrend,Above SMA20,24736.35,24568.0,169.5,-1.15,N/A,1,Upside Breakout,21.55,29.8,40.55
432,13-12-2024 14:00,24739.15,24753.45,24729.65,24736.0,23.8,40.54,11.2583,28.7,65.8,0.5871,58.7%,38.1506,0.15%,0.132,0.868,Bearish,Moderate Contraction,33.9,False,Uptrend,Above SMA20,24757.9,24574.8,161.2,21.9,N/A,5,Upside Breakout,13.4,35.3,42.05
436,13-12-2024 14:20,24746.45,24751.2,24732.4,24740.95,18.8,31.95,6.4638,23.55,43.2,0.5884,58.8%,32.1195,0.13%,0.293,0.707,Bearish,Moderate Contraction,36.5,False,Uptrend,Above SMA20,24757.9,24645.95,95.0,16.95,N/A,1,Upside Breakout,13.4,37.1,49.3
444,13-12-2024 15:00,24744.85,24750.8,24735.9,24743.8,14.9,28.605,8.1609,18.8,47.25,0.5209,52.1%,28.4873,0.12%,0.07,0.93,Bearish,Strong Contraction,58.6,True,Uptrend,Above SMA20,24778.05,24705.85,37.95,34.25,N/A,1,Upside Breakout,10.9,48.5,62.45
447,13-12-2024 15:15,24772.15,24773.7,24761.05,24772.8,12.65,30.17,10.0965,14.9,47.25,0.4193,41.9%,27.7165,0.11%,0.051,0.949,Bullish,Moderate Contraction,44.7,False,Uptrend,Above SMA20,24790.25,24705.85,66.95,17.45,N/A,1,Upside Breakout,2.05,69.85,91.45
456,16-12-2024 09:45,24746.7,24761.95,24741.8,24754.25,20.15,30.325,16.6316,12.05,59.85,0.6645,66.4%,30.849,0.12%,0.375,0.625,Bullish,Mild Contraction,16.2,False,Downtrend,Above SMA20,24792.3,24681.35,72.9,38.05,N/A,6,Downside Breakdown,1.0,43.45,100.0
463,16-12-2024 10:20,24693.85,24698.15,24686.1,24689.1,12.05,31.4,12.259,20.15,56.85,0.3838,38.4%,29.5135,0.12%,0.394,0.606,Bearish,Moderate Contraction,46.0,False,Downtrend,Below SMA20,24768.9,24680.35,8.75,79.8,N/A,1,Downside Breakdown,21.35,34.85,68.0
468,16-12-2024 10:45,24677.1,24680.35,24673.15,24678.4,7.2,30.6,10.0287,12.05,46.15,0.2353,23.5%,27.2713,0.11%,0.181,0.819,Bullish,Strong Contraction,58.2,False,Downtrend,Below SMA20,24765.1,24654.25,24.15,86.7,N/A,2,Downside Breakdown,3.55,57.3,69.5
471,16-12-2024 11:00,24653.55,24664.2,24652.05,24656.0,12.15,26.28,11.9393,7.2,46.15,0.4623,46.2%,24.313,0.1%,0.202,0.798,Bullish,Moderate Contraction,34.3,False,Downtrend,Below SMA20,24745.55,24650.7,5.3,89.55,N/A,1,Downside Breakdown,2.45,47.1,47.1
475,16-12-2024 11:20,24642.45,24651.8,24633.35,24650.45,18.45,27.16,13.9785,7.2,55.35,0.6793,67.9%,27.7116,0.11%,0.434,0.566,Bullish,Mild Contraction,13.0,False,Downtrend,Below SMA20,24706.95,24608.9,41.55,56.5,N/A,10,Downside Breakdown,5.05,22.4,46.6
483,16-12-2024 12:00,24628.6,24634.7,24618.0,24629.35,16.7,26.95,10.7893,18.45,55.35,0.6197,62.0%,23.5843,0.1%,0.045,0.955,Bullish,Mild Contraction,29.3,False,Uptrend,Below SMA20,24676.45,24608.9,20.45,47.1,N/A,2,Downside Breakdown,5.05,27.4,29.65
491,16-12-2024 12:40,24642.8,24650.65,24640.35,24650.25,10.3,21.03,5.0258,16.6,33.25,0.4898,49.0%,20.7513,0.08%,0.723,0.277,Bullish,Moderate Contraction,42.7,False,Uptrend,Above SMA20,24663.4,24601.75,48.5,13.15,N/A,5,Upside Breakout,4.0,17.15,28.85
494,16-12-2024 12:55,24646.55,24648.1,24636.65,24643.35,11.45,19.955,6.0162,10.3,33.25,0.5738,57.4%,19.5131,0.08%,0.279,0.721,Bearish,Moderate Contraction,31.9,False,Uptrend,Above SMA20,24659.0,24601.75,41.6,15.65,N/A,2,Upside Breakout,8.4,35.75,35.75
508,16-12-2024 14:05,24676.2,24679.45,24668.1,24679.2,11.35,21.285,5.5704,15.3,31.75,0.5332,53.3%,19.5117,0.08%,0.264,0.736,Bullish,Moderate Contraction,38.4,False,Uptrend,Above SMA20,24679.2,24634.7,44.5,0.0,N/A,1,Upside Breakout,7.4,32.15,32.15
512,16-12-2024 14:25,24653.85,24657.05,24647.05,24651.2,10.0,19.71,6.8011,10.1,29.95,0.5074,50.7%,18.1882,0.07%,0.265,0.735,Bearish,Moderate Contraction,38.1,False,Uptrend,Below SMA20,24686.6,24634.9,16.3,35.4,N/A,4,Upside Breakout,0.55,35.95,46.9
518,16-12-2024 14:55,24668.9,24679.2,24668.55,24674.5,10.65,15.855,5.9082,10.0,29.95,0.6717,67.2%,16.0667,0.07%,0.526,0.474,Bullish,Mild Contraction,23.8,False,Downtrend,Above SMA20,24687.15,24647.05,27.45,12.65,N/A,1,Upside Breakout,10.95,23.6,107.05
521,16-12-2024 15:10,24671.55,24672.15,24664.0,24664.65,8.15,16.895,5.7478,10.0,29.45,0.4824,48.2%,17.0024,0.07%,0.847,0.153,Bearish,Moderate Contraction,40.0,False,Uptrend,Below SMA20,24698.1,24647.05,17.6,33.45,N/A,4,Downside Breakdown,79.6,97.2,150.3
532,17-12-2024 09:50,24521.6,24528.75,24512.75,24517.85,16.0,26.63,12.8314,10.45,50.85,0.6008,60.1%,27.1236,0.11%,0.234,0.766,Bearish,Mild Contraction,22.9,False,Downtrend,Below SMA20,24671.45,24514.35,3.5,153.6,N/A,2,Downside Breakdown,11.1,16.0,134.1
535,17-12-2024 10:05,24506.95,24520.9,24501.85,24514.95,19.05,28.175,11.0861,16.0,50.85,0.6761,67.6%,24.4843,0.1%,0.42,0.58,Bullish,Mild Contraction,20.5,False,Downtrend,Below SMA20,24624.1,24503.25,11.7,109.15,N/A,3,Downside Breakdown,77.15,110.7,131.2
541,17-12-2024 10:35,24413.45,24425.4,24410.1,24412.0,15.3,29.445,20.4224,16.0,79.2,0.5196,52.0%,27.8458,0.11%,0.095,0.905,Bearish,Moderate Contraction,33.8,False,Downtrend,Below SMA20,24565.2,24404.25,7.75,153.2,N/A,1,Downside Breakdown,20.5,88.1,88.1
547,17-12-2024 11:05,24481.15,24496.05,24470.4,24492.3,25.65,36.84,22.3191,15.3,79.2,0.6963,69.6%,32.573,0.13%,0.435,0.565,Bullish,Mild Contraction,13.1,False,Downtrend,Above SMA20,24521.2,24383.75,108.55,28.9,N/A,7,Downside Breakdown,7.9,84.15,116.45
550,17-12-2024 11:20,24458.45,24467.6,24449.55,24454.55,18.05,33.36,15.6216,15.3,66.85,0.5411,54.1%,29.7835,0.12%,0.216,0.784,Bearish,Moderate Contraction,30.9,False,Uptrend,Below SMA20,24500.1,24383.75,70.8,45.55,N/A,4,Downside Breakdown,7.9,78.7,88.15
553,17-12-2024 11:35,24422.4,24429.25,24414.6,24422.8,14.65,29.985,10.6236,18.05,55.4,0.4886,48.9%,27.9641,0.11%,0.027,0.973,Bullish,Moderate Contraction,39.3,False,Downtrend,Below SMA20,24500.1,24408.15,14.65,77.3,N/A,1,Downside Breakdown,32.3,56.4,63.55
560,17-12-2024 12:10,24386.75,24399.35,24379.25,24379.25,20.1,29.285,12.8471,14.65,57.1,0.6864,68.6%,28.9798,0.12%,0.373,0.627,Bearish,Mild Contraction,16.9,False,Downtrend,Below SMA20,24467.6,24366.4,12.85,88.35,N/A,1,Downside Breakdown,6.45,80.8,80.8
566,17-12-2024 12:40,24411.3,24421.35,24399.65,24399.65,21.7,33.82,12.0599,19.85,56.3,0.6416,64.2%,33.2606,0.14%,0.537,0.463,Bearish,Mild Contraction,25.7,False,Downtrend,Below SMA20,24460.05,24359.25,40.4,60.4,N/A,7,Downside Breakdown,6.8,36.85,76.05
571,17-12-2024 13:05,24391.2,24403.85,24387.25,24397.7,16.6,33.715,14.3348,17.55,56.3,0.4924,49.2%,30.42,0.12%,0.392,0.608,Bullish,Moderate Contraction,37.8,False,Uptrend,Below SMA20,24460.05,24359.25,38.45,62.35,N/A,2,Downside Breakdown,6.8,74.1,74.1
574,17-12-2024 13:20,24355.55,24374.35,24353.55,24369.75,20.8,30.665,12.5311,16.6,51.1,0.6783,67.8%,29.1523,0.12%,0.683,0.317,Bullish,Mild Contraction,19.2,False,Downtrend,Below SMA20,24460.05,24352.45,17.3,90.3,N/A,1,Downside Breakdown,18.85,46.15,46.15
584,17-12-2024 14:10,24341.6,24347.15,24331.65,24336.3,15.5,29.425,6.851,19.8,39.65,0.5268,52.7%,28.3032,0.12%,0.342,0.658,Bearish,Moderate Contraction,40.1,False,Downtrend,Below SMA20,24388.3,24323.6,12.7,52.0,N/A,2,Downside Breakdown,9.95,27.4,32.85
