bar_index,time,open,high,low,close,candle_range,avg_range_lookback,range_std_dev,min_range_window,max_range_window,compression_ratio,compression_pct,atr,atr_pct_of_close,body_ratio,wick_ratio,candle_direction,zone_type,zone_score,is_progressive_squeeze,prior_trend,price_vs_sma20,resistance_level,support_level,range_above_support,range_below_resist,volume_ratio_vs_avg,candles_to_breakout,breakout_direction,breakout_magnitude,max_move_next_5,max_move_next_10
16859,03-11-2025 13:10,25756.7,25758.15,25748.7,25752.1,9.45,16.995,2.4747,12.55,21.15,0.556,55.6%,16.0754,0.06%,0.487,0.513,Bearish,Moderate Contraction,43.5,False,Uptrend,Above SMA20,25759.8,25697.0,55.1,7.7,N/A,1,Upside Breakout,4.9,13.9,28.65
16876,03-11-2025 14:35,25774.65,25779.3,25771.25,25778.15,8.05,19.62,4.5526,15.05,27.85,0.4103,41.0%,16.7078,0.06%,0.435,0.565,Bullish,Strong Contraction,69.3,True,Uptrend,Above SMA20,25803.1,25726.95,51.2,24.95,N/A,13,Downside Breakdown,4.55,41.6,41.6
16881,03-11-2025 15:00,25758.85,25758.85,25747.2,25752.65,11.65,18.425,7.8227,8.05,32.5,0.6323,63.2%,17.4925,0.07%,0.532,0.468,Bearish,Moderate Contraction,41.3,True,Downtrend,Below SMA20,25803.1,25736.55,16.1,50.45,N/A,7,Downside Breakdown,4.55,33.25,58.25
16884,03-11-2025 15:15,25765.95,25774.25,25765.35,25769.9,8.9,16.215,7.3782,8.05,32.5,0.5489,54.9%,15.7784,0.06%,0.444,0.556,Bullish,Moderate Contraction,31.5,False,Downtrend,Above SMA20,25797.4,25736.55,33.35,27.5,N/A,4,Downside Breakdown,4.55,47.5,84.8
16892,04-11-2025 09:40,25716.4,25718.8,25705.45,25718.6,13.35,22.765,11.2685,8.8,43.6,0.5864,58.6%,21.9598,0.09%,0.165,0.835,Bullish,Moderate Contraction,44.2,True,Downtrend,Below SMA20,25787.4,25694.4,24.2,68.8,N/A,1,Downside Breakdown,9.0,33.5,44.7
16895,04-11-2025 09:55,25700.85,25714.2,25699.15,25705.7,15.05,25.44,10.241,8.8,43.6,0.5916,59.2%,21.9088,0.09%,0.322,0.678,Bullish,Mild Contraction,23.8,False,Downtrend,Below SMA20,25787.4,25685.1,20.6,81.7,N/A,4,Downside Breakdown,11.2,31.8,31.8
16898,04-11-2025 10:10,25701.2,25706.9,25695.7,25698.55,11.2,23.06,7.444,13.35,32.55,0.4857,48.6%,19.5292,0.08%,0.237,0.763,Bearish,Moderate Contraction,40.2,False,Downtrend,Below SMA20,25763.55,25685.1,13.45,65.0,N/A,1,Downside Breakdown,11.2,24.65,24.65
16901,04-11-2025 10:25,25701.65,25712.55,25701.15,25709.2,11.4,19.69,6.2317,11.2,32.55,0.579,57.9%,19.3419,0.08%,0.662,0.338,Bullish,Moderate Contraction,33.1,False,Downtrend,Below SMA20,25722.25,25673.9,35.3,13.05,N/A,11,Downside Breakdown,5.35,21.1,32.2
16904,04-11-2025 10:40,25701.15,25703.4,25692.9,25693.45,10.5,17.44,4.4092,11.2,24.1,0.6021,60.2%,17.813,0.07%,0.733,0.267,Bearish,Moderate Contraction,33.5,False,Downtrend,Below SMA20,25722.25,25673.9,19.55,28.8,N/A,8,Downside Breakdown,5.35,27.1,40.3
16909,04-11-2025 11:05,25696.45,25697.25,25685.7,25687.05,11.55,16.895,5.7736,9.45,24.65,0.6836,68.4%,16.7256,0.07%,0.814,0.186,Bearish,Mild Contraction,19.9,False,Uptrend,Below SMA20,25720.55,25673.9,13.15,33.5,N/A,3,Downside Breakdown,5.35,33.9,38.15
16917,04-11-2025 11:45,25661.75,25666.25,25659.8,25664.7,6.45,17.985,7.5453,6.85,30.5,0.3586,35.9%,16.4668,0.06%,0.457,0.543,Bullish,Moderate Contraction,47.2,False,Downtrend,Below SMA20,25720.55,25648.9,15.8,55.85,N/A,19,Downside Breakdown,2.9,16.55,25.7
16922,04-11-2025 12:10,25670.3,25681.25,25670.25,25680.5,11.0,17.25,7.0304,6.45,30.5,0.6377,63.8%,14.9909,0.06%,0.927,0.073,Bullish,Mild Contraction,19.6,False,Uptrend,Below SMA20,25692.05,25648.9,31.6,11.55,N/A,14,Downside Breakdown,2.9,15.3,26.5
16935,04-11-2025 13:15,25658.75,25667.55,25657.35,25661.4,10.2,15.54,3.6864,10.45,21.15,0.6564,65.6%,15.2492,0.06%,0.26,0.74,Bullish,Mild Contraction,29.7,False,Downtrend,Below SMA20,25686.8,25654.0,7.4,25.4,N/A,1,Downside Breakdown,8.0,21.65,21.65
16940,04-11-2025 13:40,25681.4,25681.75,25669.55,25675.05,12.2,18.675,4.7169,10.2,25.3,0.6533,65.3%,17.5225,0.07%,0.52,0.48,Bearish,Mild Contraction,24.8,False,Uptrend,Above SMA20,25684.7,25646.0,29.05,9.65,N/A,4,Downside Breakdown,4.75,34.7,82.4
16945,04-11-2025 14:05,25645.3,25647.85,25640.35,25646.65,7.5,15.775,5.9252,8.0,25.3,0.4754,47.5%,14.2867,0.06%,0.18,0.82,Bullish,Moderate Contraction,39.8,False,Downtrend,Below SMA20,25683.05,25641.25,5.4,36.4,N/A,1,Downside Breakdown,33.85,54.0,62.3
16949,04-11-2025 14:25,25612.85,25619.0,25610.25,25615.05,8.75,17.545,10.5551,7.5,38.7,0.4987,49.9%,17.4075,0.07%,0.251,0.749,Bullish,Moderate Contraction,33.2,False,Downtrend,Below SMA20,25683.05,25592.65,22.4,68.0,N/A,5,Downside Breakdown,8.3,30.7,30.9
16960,04-11-2025 15:20,25593.3,25602.0,25590.7,25594.1,11.3,19.325,7.4937,8.6,34.25,0.5847,58.5%,18.2469,0.07%,0.071,0.929,Bullish,Mild Contraction,26.9,False,Downtrend,Below SMA20,25634.65,25584.15,9.95,40.55,N/A,1,Downside Breakdown,5.75,85.05,85.05
16968,06-11-2025 09:45,25610.05,25621.8,25601.55,25601.65,20.25,29.39,20.8826,11.3,84.25,0.689,68.9%,26.7921,0.1%,0.415,0.585,Bearish,Mild Contraction,12.9,False,Uptrend,Below SMA20,25679.15,25578.4,23.25,77.5,N/A,4,Downside Breakdown,7.8,59.3,79.6
16974,06-11-2025 10:15,25542.9,25545.6,25533.7,25536.75,11.9,28.42,8.996,19.05,46.6,0.4187,41.9%,26.6291,0.1%,0.517,0.483,Bearish,Moderate Contraction,45.3,False,Downtrend,Below SMA20,25659.85,25542.35,-5.6,123.1,N/A,1,Downside Breakdown,10.8,16.0,38.5
16977,06-11-2025 10:30,25537.7,25545.0,25529.9,25531.9,15.1,24.375,10.4016,11.9,46.6,0.6195,61.9%,22.6008,0.09%,0.384,0.616,Bearish,Mild Contraction,23.9,False,Downtrend,Below SMA20,25639.7,25531.55,0.35,107.8,N/A,1,Downside Breakdown,9.5,33.2,43.35
16980,06-11-2025 10:45,25536.6,25545.95,25533.7,25540.15,12.25,20.86,10.643,11.9,46.6,0.5872,58.7%,19.6258,0.08%,0.29,0.71,Bullish,Mild Contraction,29.7,False,Downtrend,Below SMA20,25639.7,25520.75,19.4,99.55,N/A,,,,35.1,35.1
16988,06-11-2025 11:25,25535.8,25544.0,25534.0,25543.0,10.0,14.95,3.5199,11.05,21.2,0.6689,66.9%,15.8243,0.06%,0.72,0.28,Bullish,Mild Contraction,28.8,False,Uptrend,Below SMA20,25575.25,25520.75,22.25,32.25,N/A,15,Upside Breakout,0.5,18.0,31.4
16991,06-11-2025 11:40,25531.1,25538.4,25529.95,25531.95,8.45,14.63,4.4491,9.7,21.2,0.5776,57.8%,14.5265,0.06%,0.101,0.899,Bullish,Moderate Contraction,33.9,False,Downtrend,Below SMA20,25575.25,25525.0,6.95,43.3,N/A,12,Upside Breakout,0.5,42.45,42.45
17002,06-11-2025 12:35,25562.6,25567.8,25557.75,25560.1,10.05,18.045,6.369,8.95,28.6,0.5569,55.7%,16.8947,0.07%,0.249,0.751,Bearish,Moderate Contraction,32.0,False,Uptrend,Above SMA20,25574.4,25529.95,30.15,14.3,N/A,1,Upside Breakout,1.35,56.75,56.75
17005,06-11-2025 12:50,25598.7,25602.3,25591.8,25601.3,10.5,20.16,9.7334,10.05,42.5,0.5208,52.1%,18.9163,0.07%,0.248,0.752,Bullish,Moderate Contraction,34.3,False,Uptrend,Above SMA20,25599.25,25530.55,70.75,-2.05,N/A,1,Upside Breakout,8.9,39.5,39.5
17012,06-11-2025 13:25,25594.15,25597.3,25581.25,25583.85,16.05,23.66,10.629,10.05,42.5,0.6784,67.8%,22.137,0.09%,0.642,0.358,Bearish,Mild Contraction,16.0,False,Uptrend,Above SMA20,25616.85,25556.75,27.1,33.0,N/A,4,Downside Breakdown,17.1,66.3,67.9
17019,06-11-2025 14:00,25539.2,25544.15,25527.55,25529.45,16.6,24.09,4.6211,16.05,34.05,0.6891,68.9%,23.1324,0.09%,0.587,0.413,Bearish,Moderate Contraction,47.4,True,Downtrend,Below SMA20,25603.1,25515.95,13.5,73.65,N/A,12,Downside Breakdown,2.15,26.3,31.15
17023,06-11-2025 14:20,25548.2,25553.75,25539.7,25540.3,14.05,22.58,5.2149,16.0,34.05,0.6222,62.2%,20.5905,0.08%,0.562,0.438,Bearish,Moderate Contraction,32.6,False,Downtrend,Below SMA20,25599.95,25515.95,24.35,59.65,N/A,8,Downside Breakdown,2.15,20.3,48.75
17032,06-11-2025 15:05,25514.6,25516.2,25501.35,25511.35,14.85,23.29,8.3724,12.65,41.3,0.6376,63.8%,23.7193,0.09%,0.219,0.781,Bearish,Mild Contraction,24.5,False,Downtrend,Below SMA20,25564.6,25513.8,-2.45,53.25,N/A,1,Downside Breakdown,22.25,155.65,192.9
17041,07-11-2025 09:35,25319.25,25340.9,25318.45,25340.0,22.45,33.835,23.7955,14.85,91.4,0.6635,66.4%,37.9303,0.15%,0.924,0.076,Bullish,Mild Contraction,16.5,False,Downtrend,Below SMA20,25555.1,25319.0,21.0,215.1,N/A,,,,51.15,51.15
17045,07-11-2025 09:55,25352.5,25352.5,25336.95,25342.25,15.55,36.825,22.62,17.2,91.4,0.4223,42.2%,33.8087,0.13%,0.659,0.341,Bearish,Moderate Contraction,40.6,False,Downtrend,Below SMA20,25521.45,25318.45,23.8,179.2,N/A,,,,12.25,44.3
17048,07-11-2025 10:10,25334.45,25348.5,25331.05,25343.95,17.45,29.29,12.8617,15.55,49.05,0.5958,59.6%,28.4548,0.11%,0.544,0.456,Bullish,Mild Contraction,27.8,False,Uptrend,Below SMA20,25391.15,25318.45,25.5,47.2,N/A,12,Upside Breakout,22.65,28.0,42.6
17051,07-11-2025 10:25,25350.85,25357.25,25342.3,25356.8,14.95,22.245,10.3451,12.8,43.75,0.6721,67.2%,23.6818,0.09%,0.398,0.602,Bullish,Mild Contraction,20.6,False,Uptrend,Below SMA20,25391.15,25318.45,38.35,34.35,N/A,9,Upside Breakout,22.65,29.75,63.95
17055,07-11-2025 10:45,25379.3,25386.55,25375.75,25377.25,10.8,16.655,2.1356,12.8,19.85,0.6485,64.8%,20.007,0.08%,0.19,0.81,Bearish,Moderate Contraction,36.7,False,Uptrend,Above SMA20,25385.9,25331.05,46.2,8.65,N/A,5,Upside Breakout,27.9,36.55,94.1
17066,07-11-2025 11:40,25449.3,25453.7,25440.75,25446.95,12.95,22.245,9.0012,15.6,44.15,0.5822,58.2%,20.7624,0.08%,0.181,0.819,Bearish,Moderate Contraction,31.9,False,Uptrend,Above SMA20,25471.35,25354.2,92.75,24.4,N/A,11,Upside Breakout,3.85,21.85,21.85
17069,07-11-2025 11:55,25437.15,25443.15,25432.25,25437.75,10.9,21.6,9.3859,12.95,44.15,0.5046,50.5%,19.0881,0.08%,0.055,0.945,Bullish,Moderate Contraction,36.9,False,Uptrend,Above SMA20,25471.35,25354.4,83.35,33.6,N/A,8,Upside Breakout,3.85,28.4,51.6
17082,07-11-2025 13:00,25492.25,25499.8,25488.9,25491.8,10.9,16.815,4.6622,11.85,27.9,0.6482,64.8%,16.9797,0.07%,0.041,0.959,Bearish,Mild Contraction,29.3,False,Uptrend,Above SMA20,25502.65,25441.6,50.2,10.85,N/A,5,Upside Breakout,38.2,49.05,59.45
17086,07-11-2025 13:20,25490.1,25494.7,25483.65,25488.45,11.05,16.005,5.1023,10.9,27.9,0.6904,69.0%,15.4272,0.06%,0.149,0.851,Bearish,Mild Contraction,24.8,False,Uptrend,Above SMA20,25502.65,25456.85,31.6,14.2,N/A,1,Upside Breakout,38.2,62.8,62.8
17089,07-11-2025 13:35,25537.95,25545.0,25533.75,25539.95,11.25,19.515,12.5955,10.9,52.25,0.5765,57.6%,18.385,0.07%,0.178,0.822,Bullish,Mild Contraction,29.5,False,Uptrend,Above SMA20,25540.85,25472.55,67.4,0.9,N/A,1,Upside Breakout,7.0,71.7,83.35
17092,07-11-2025 13:50,25531.85,25532.1,25521.5,25525.85,10.6,17.81,12.51,10.9,52.25,0.5952,59.5%,17.195,0.07%,0.566,0.434,Bearish,Mild Contraction,28.9,False,Uptrend,Above SMA20,25551.25,25477.75,48.1,25.4,N/A,2,Downside Breakdown,9.5,69.25,69.25
17096,07-11-2025 14:10,25473.2,25482.95,25468.75,25474.0,14.2,21.785,13.3371,10.6,52.25,0.6518,65.2%,19.9246,0.08%,0.056,0.944,Bullish,Moderate Contraction,39.2,True,Downtrend,Below SMA20,25551.25,25456.6,17.4,77.25,N/A,16,Upside Breakout,40.2,66.5,66.5
17101,07-11-2025 14:35,25518.1,25524.5,25514.25,25515.25,10.25,22.295,8.3645,10.6,35.8,0.4597,46.0%,19.9637,0.08%,0.278,0.722,Bearish,Moderate Contraction,40.9,False,Downtrend,Above SMA20,25551.25,25456.6,58.65,36.0,N/A,11,Upside Breakout,40.2,42.15,42.15
17104,07-11-2025 14:50,25503.95,25506.6,25494.7,25495.75,11.9,19.115,8.273,10.25,35.8,0.6225,62.3%,17.1434,0.07%,0.689,0.311,Bearish,Mild Contraction,25.1,False,Uptrend,Below SMA20,25540.5,25456.6,39.15,44.75,N/A,8,Upside Breakout,50.95,22.65,95.7
17107,07-11-2025 15:05,25481.65,25486.65,25474.0,25482.15,12.65,18.2,7.926,10.25,35.8,0.6951,69.5%,17.5271,0.07%,0.04,0.96,Bullish,Mild Contraction,17.7,False,Downtrend,Below SMA20,25540.5,25469.3,12.85,58.35,N/A,5,Upside Breakout,50.95,109.3,109.3
17119,10-11-2025 09:50,25579.75,25595.75,25574.45,25592.9,21.3,33.165,20.9127,15.4,87.95,0.6422,64.2%,27.7728,0.11%,0.617,0.383,Bullish,Mild Contraction,19.5,False,Uptrend,Above SMA20,25591.45,25485.75,107.15,-1.45,N/A,1,Upside Breakout,2.2,40.6,40.6
17122,10-11-2025 10:05,25555.55,25566.85,25552.3,25566.35,14.55,34.065,20.2601,21.15,87.95,0.4271,42.7%,25.4544,0.1%,0.742,0.258,Bullish,Moderate Contraction,40.4,False,Uptrend,Above SMA20,25595.75,25503.5,62.85,29.4,N/A,2,Upside Breakout,6.95,58.9,58.9
17126,10-11-2025 10:25,25617.45,25622.05,25612.25,25615.6,9.8,23.94,6.3461,14.55,34.45,0.4094,40.9%,22.2229,0.09%,0.189,0.811,Bearish,Moderate Contraction,47.7,False,Uptrend,Above SMA20,25619.05,25543.55,72.05,3.45,N/A,1,Upside Breakout,6.2,27.85,27.85
17129,10-11-2025 10:40,25602.85,25610.35,25598.45,25601.45,11.9,19.39,5.9985,9.8,28.6,0.6137,61.4%,19.5242,0.08%,0.118,0.882,Bearish,Mild Contraction,26.8,False,Uptrend,Above SMA20,25625.25,25552.3,49.15,23.8,N/A,4,Upside Breakout,3.8,30.55,50.5
17132,10-11-2025 10:55,25604.0,25614.45,25603.25,25612.2,11.2,16.6,5.2049,9.8,27.5,0.6747,67.5%,17.7377,0.07%,0.732,0.268,Bullish,Mild Contraction,22.5,False,Uptrend,Above SMA20,25625.25,25552.3,59.9,13.05,N/A,1,Upside Breakout,3.8,33.1,39.75
17140,10-11-2025 11:35,25640.65,25643.9,25635.6,25636.3,8.3,13.245,3.1878,10.15,19.15,0.6267,62.7%,13.4644,0.05%,0.524,0.476,Bearish,Strong Contraction,51.9,True,Uptrend,Above SMA20,25651.95,25587.75,48.55,15.65,N/A,15,Upside Breakout,0.2,17.25,17.55
17146,10-11-2025 12:05,25621.8,25626.2,25618.75,25624.6,7.45,11.09,2.3956,8.1,15.3,0.6718,67.2%,11.9016,0.05%,0.376,0.624,Bullish,Mild Contraction,29.2,False,Downtrend,Above SMA20,25651.95,25619.05,5.55,27.35,N/A,9,Upside Breakout,0.2,17.3,27.55
17156,10-11-2025 12:55,25649.9,25650.8,25643.8,25647.2,7.0,10.625,2.402,7.45,15.5,0.6588,65.9%,10.3555,0.04%,0.386,0.614,Bearish,Mild Contraction,29.9,False,Uptrend,Above SMA20,25652.15,25618.75,28.45,4.95,N/A,1,Upside Breakout,1.3,22.85,67.7
17164,10-11-2025 13:35,25634.85,25639.65,25633.75,25636.2,5.9,9.98,1.9705,7.0,13.7,0.5912,59.1%,9.8582,0.04%,0.229,0.771,Bullish,Moderate Contraction,36.6,False,Downtrend,Above SMA20,25653.45,25624.35,11.85,17.25,N/A,1,Downside Breakdown,16.8,56.7,56.7
17167,10-11-2025 13:50,25612.65,25612.65,25603.45,25606.2,9.2,14.465,9.282,5.9,33.15,0.636,63.6%,14.4791,0.06%,0.701,0.299,Bearish,Mild Contraction,18.8,False,Downtrend,Below SMA20,25653.45,25579.5,26.7,47.25,N/A,15,Downside Breakdown,3.6,19.95,43.25
17171,10-11-2025 14:10,25617.35,25621.05,25611.85,25618.9,9.2,15.66,9.4731,5.9,33.15,0.5875,58.7%,14.2729,0.06%,0.168,0.832,Bullish,Mild Contraction,23.1,False,Downtrend,Below SMA20,25642.95,25579.5,39.4,24.05,N/A,2,Upside Breakout,0.9,30.55,35.2
17184,10-11-2025 15:15,25565.05,25575.35,25563.55,25568.2,11.8,17.56,5.4473,12.3,30.3,0.672,67.2%,16.1851,0.06%,0.267,0.733,Bullish,Moderate Contraction,46.9,True,Downtrend,Below SMA20,25649.45,25562.1,6.1,81.25,N/A,3,Downside Breakdown,17.3,69.4,81.55
17194,11-11-2025 09:50,25501.95,25501.95,25486.65,25494.6,15.3,28.67,24.0014,9.5,92.8,0.5337,53.4%,24.9609,0.1%,0.48,0.52,Bearish,Mild Contraction,26.2,False,Downtrend,Below SMA20,25637.6,25488.9,5.7,143.0,N/A,6,Downside Breakdown,1.3,42.8,45.35
17199,11-11-2025 10:15,25502.3,25512.3,25497.2,25506.4,15.1,25.105,6.5182,15.3,34.85,0.6015,60.1%,24.6666,0.1%,0.272,0.728,Bullish,Moderate Contraction,33.3,False,Downtrend,Below SMA20,25537.4,25486.65,19.75,31.0,N/A,3,Downside Breakdown,19.6,57.15,57.15
17204,11-11-2025 10:40,25458.0,25461.45,25452.95,25458.2,8.5,22.185,7.2218,12.6,34.85,0.3831,38.3%,21.2382,0.08%,0.024,0.976,Bullish,Moderate Contraction,47.6,False,Downtrend,Below SMA20,25537.4,25449.25,8.95,79.2,N/A,15,Upside Breakout,2.45,35.85,35.85
17207,11-11-2025 10:55,25476.5,25487.6,25473.3,25486.6,14.3,21.235,8.6071,8.5,34.85,0.6734,67.3%,20.1839,0.08%,0.706,0.294,Bullish,Mild Contraction,16.4,False,Downtrend,Below SMA20,25537.4,25449.25,37.35,50.8,N/A,12,Upside Breakout,2.45,23.4,23.4
17212,11-11-2025 11:20,25469.5,25474.1,25463.2,25466.95,10.9,16.42,6.4218,8.5,27.65,0.6638,66.4%,16.3621,0.06%,0.234,0.766,Bearish,Mild Contraction,20.3,False,Downtrend,Below SMA20,25494.05,25449.25,17.7,27.1,N/A,4,Upside Breakout,5.3,39.3,89.5
17224,11-11-2025 12:20,25551.0,25559.85,25548.55,25557.1,11.3,17.34,6.6188,8.65,32.25,0.6517,65.2%,16.3359,0.06%,0.54,0.46,Bullish,Mild Contraction,21.2,False,Uptrend,Above SMA20,25556.45,25467.4,89.7,-0.65,N/A,1,Upside Breakout,19.2,33.45,33.45
17232,11-11-2025 13:00,25568.15,25571.6,25561.5,25568.2,10.1,16.515,3.7795,11.3,24.75,0.6116,61.2%,15.6405,0.06%,0.005,0.995,Bullish,Moderate Contraction,33.5,False,Uptrend,Above SMA20,25590.55,25529.55,38.65,22.35,N/A,3,Upside Breakout,20.95,49.85,104.6
17236,11-11-2025 13:20,25608.7,25615.6,25604.75,25615.25,10.85,16.45,4.0402,10.1,24.7,0.6596,66.0%,16.2,0.06%,0.604,0.396,Bullish,Mild Contraction,26.9,False,Uptrend,Above SMA20,25611.5,25558.85,56.4,-3.75,N/A,1,Upside Breakout,6.55,52.9,57.55
17242,11-11-2025 13:50,25666.1,25672.8,25661.75,25670.7,11.05,20.155,9.7063,10.1,42.35,0.5483,54.8%,20.1087,0.08%,0.416,0.584,Bullish,Moderate Contraction,31.5,False,Uptrend,Above SMA20,25668.15,25561.5,109.2,-2.55,N/A,1,Upside Breakout,3.25,48.45,48.45
17248,11-11-2025 14:20,25679.0,25687.3,25669.85,25686.55,17.45,26.975,11.8956,11.05,49.15,0.6469,64.7%,23.6705,0.09%,0.433,0.567,Bullish,Mild Contraction,19.0,False,Uptrend,Above SMA20,25681.6,25605.35,81.2,-4.95,N/A,1,Upside Breakout,12.25,32.85,32.85
17253,11-11-2025 14:45,25662.85,25673.05,25660.75,25667.35,12.3,25.56,13.071,10.5,49.15,0.4812,48.1%,22.2353,0.09%,0.366,0.634,Bullish,Moderate Contraction,35.2,False,Uptrend,Above SMA20,25699.9,25622.25,45.1,32.55,N/A,3,Upside Breakout,2.85,35.4,182.85
17259,11-11-2025 15:15,25695.3,25700.85,25686.95,25700.85,13.9,21.72,10.095,10.5,42.85,0.64,64.0%,21.7068,0.08%,0.399,0.601,Bullish,Mild Contraction,21.2,False,Uptrend,Above SMA20,25702.75,25653.7,47.15,1.9,N/A,1,Upside Breakout,4.7,149.35,159.9
17266,12-11-2025 09:35,25788.85,25796.0,25781.15,25786.0,14.85,25.88,12.7697,12.75,48.85,0.5738,57.4%,32.221,0.12%,0.192,0.808,Bearish,Mild Contraction,28.3,False,Uptrend,Above SMA20,25850.2,25670.6,115.4,64.2,N/A,1,Upside Breakout,1.0,78.45,78.45
17269,12-11-2025 09:50,25852.9,25860.75,25846.5,25854.6,14.25,27.905,19.2558,12.75,66.6,0.5107,51.1%,31.1912,0.12%,0.119,0.881,Bullish,Moderate Contraction,32.4,False,Uptrend,Above SMA20,25857.95,25686.95,167.65,3.35,N/A,1,Upside Breakout,3.25,18.65,24.65
17272,12-11-2025 10:05,25847.5,25858.05,25840.7,25845.25,17.35,28.645,18.747,12.5,66.6,0.6057,60.6%,26.198,0.1%,0.13,0.87,Bearish,Mild Contraction,22.4,False,Uptrend,Above SMA20,25864.45,25781.15,64.1,19.2,N/A,6,Upside Breakout,5.05,16.15,32.75
17275,12-11-2025 10:20,25837.45,25843.75,25829.95,25835.15,13.8,20.745,16.2854,12.5,66.6,0.6652,66.5%,22.1141,0.09%,0.167,0.833,Bearish,Mild Contraction,21.0,False,Uptrend,Above SMA20,25864.45,25781.15,54.0,29.3,N/A,3,Upside Breakout,5.05,42.85,49.05
17280,12-11-2025 10:45,25871.4,25876.1,25866.65,25874.8,9.45,15.55,5.0025,8.3,25.95,0.6077,60.8%,17.9109,0.07%,0.36,0.64,Bullish,Moderate Contraction,48.2,True,Uptrend,Above SMA20,25878.0,25829.95,44.85,3.2,N/A,4,Upside Breakout,5.15,11.85,25.75
17286,12-11-2025 11:15,25882.6,25884.75,25878.5,25880.3,6.25,12.65,5.3797,7.3,25.95,0.4941,49.4%,13.4473,0.05%,0.368,0.632,Bearish,Moderate Contraction,37.7,False,Uptrend,Above SMA20,25884.2,25833.05,47.25,3.9,N/A,1,Upside Breakout,5.35,20.25,27.55
17291,12-11-2025 11:40,25894.1,25895.65,25888.25,25892.35,7.4,10.59,2.6173,6.25,14.6,0.6988,69.9%,11.8208,0.05%,0.236,0.764,Bearish,Mild Contraction,20.9,False,Uptrend,Above SMA20,25900.55,25862.95,29.4,8.2,N/A,1,Upside Breakout,0.85,15.5,15.5
17298,12-11-2025 12:15,25887.9,25892.55,25887.15,25888.9,5.4,10.65,3.3068,6.85,15.2,0.507,50.7%,10.6929,0.04%,0.185,0.815,Bullish,Moderate Contraction,39.0,False,Uptrend,Above SMA20,25907.85,25882.85,6.05,18.95,N/A,4,Upside Breakout,11.6,35.4,35.4
17307,12-11-2025 13:00,25915.8,25919.0,25912.55,25917.75,6.45,11.42,4.3702,5.4,17.4,0.5648,56.5%,11.1944,0.04%,0.302,0.698,Bullish,Mild Contraction,29.9,False,Uptrend,Above SMA20,25924.3,25886.1,31.65,6.55,N/A,2,Upside Breakout,2.45,11.8,16.8
17317,12-11-2025 13:50,25923.0,25925.1,25919.4,25919.7,5.7,12.785,5.3046,6.45,21.85,0.4458,44.6%,12.4293,0.05%,0.579,0.421,Bearish,Strong Contraction,61.2,True,Uptrend,Above SMA20,25934.55,25903.05,16.65,14.85,N/A,3,Downside Breakdown,20.2,41.6,50.1
17322,12-11-2025 14:15,25893.2,25896.0,25888.8,25890.95,7.2,15.82,7.2802,5.7,30.1,0.4551,45.5%,13.977,0.05%,0.312,0.688,Bearish,Moderate Contraction,36.9,False,Downtrend,Below SMA20,25934.55,25878.1,12.85,43.6,N/A,5,Downside Breakdown,8.5,21.35,21.35
17325,12-11-2025 14:30,25887.3,25896.65,25886.35,25894.15,10.3,15.64,8.5744,5.7,30.1,0.6586,65.9%,15.1584,0.06%,0.665,0.335,Bullish,Mild Contraction,16.2,False,Downtrend,Below SMA20,25934.55,25878.1,16.05,40.4,N/A,2,Downside Breakdown,8.5,24.55,36.6
17328,12-11-2025 14:45,25886.6,25890.35,25882.8,25884.05,7.55,16.42,8.8182,7.2,30.1,0.4598,46.0%,14.6579,0.06%,0.338,0.662,Bearish,Moderate Contraction,38.0,False,Downtrend,Below SMA20,25922.95,25869.6,14.45,38.9,N/A,7,Downside Breakdown,12.05,14.4,75.65
17331,12-11-2025 15:00,25896.4,25896.4,25886.85,25887.4,9.55,14.56,7.6054,7.2,28.25,0.6559,65.6%,13.6204,0.05%,0.942,0.058,Bearish,Mild Contraction,19.4,False,Downtrend,Below SMA20,25908.5,25869.6,17.8,21.1,N/A,4,Downside Breakdown,12.05,33.85,79.0
17345,13-11-2025 09:55,25865.25,25880.0,25858.8,25877.65,21.2,31.865,16.306,14.65,72.6,0.6653,66.5%,25.5408,0.1%,0.585,0.415,Bullish,Mild Contraction,17.6,False,Uptrend,Above SMA20,25906.8,25808.4,69.25,29.15,N/A,4,Upside Breakout,0.45,37.65,62.75
17348,13-11-2025 10:10,25896.2,25900.25,25891.45,25898.5,8.8,26.69,8.1836,13.75,41.35,0.3297,33.0%,21.9845,0.08%,0.261,0.739,Bullish,Strong Contraction,52.1,False,Uptrend,Above SMA20,25898.2,25808.4,90.1,-0.3,N/A,1,Upside Breakout,9.05,30.4,66.7
17351,13-11-2025 10:25,25912.15,25912.6,25905.1,25912.45,7.5,19.925,6.5513,8.8,27.4,0.3764,37.6%,19.0781,0.07%,0.04,0.96,Bullish,Moderate Contraction,48.0,False,Uptrend,Above SMA20,25915.3,25831.9,80.55,2.85,N/A,1,Upside Breakout,11.1,35.3,63.5
17354,13-11-2025 10:40,25924.05,25930.0,25923.45,25928.45,6.55,15.6,6.784,7.5,24.3,0.4199,42.0%,15.7842,0.06%,0.672,0.328,Bullish,Moderate Contraction,42.7,False,Uptrend,Above SMA20,25928.9,25858.8,69.65,0.45,N/A,1,Upside Breakout,11.5,47.5,50.05
