Date,Price,Open,High,Low,Vol.,Change %
15-03-2022,26.73,25.6775,27.5425,23.6575,,4.10%
16-03-2022,24.1175,26.73,26.73,24.0125,,-9.77%
17-03-2022,22.61,24.1175,24.1175,20.77,,-6.25%
21-03-2022,24.6225,22.61,24.7125,22.61,,8.90%
22-03-2022,24.07,24.6225,25.1575,23.76,,-2.24%
23-03-2022,24.7475,24.07,24.975,20.455,,2.81%
24-03-2022,23.93,24.7475,25.53,23.8125,,-3.30%
25-03-2022,23.43,23.93,24.2725,22.91,,-2.09%
28-03-2022,22.61,23.43,24.2125,19.59,,-3.50%
29-03-2022,21.3025,22.61,22.61,21.1025,,-5.78%
30-03-2022,20.61,21.3025,21.3025,19.73,,-3.25%
31-03-2022,20.56,20.61,20.9425,20.2125,,-0.24%
01-04-2022,18.435,20.56,20.855,18.12,,-10.34%
04-04-2022,17.9075,18.435,18.825,17.5925,,-2.86%
05-04-2022,18.4875,17.9075,18.63,16.79,,3.24%
06-04-2022,19.0225,18.4875,19.2825,16.81,,2.89%
07-04-2022,18.9975,19.0225,19.49,17.7175,,-0.13%
08-04-2022,17.6875,18.9975,20.0875,17.53,,-6.90%
11-04-2022,18.27,17.6875,19.145,16.6425,,3.29%
12-04-2022,18.1575,18.27,18.6725,15.085,,-0.62%
13-04-2022,17.785,18.1575,18.4025,16.1925,,-2.05%
18-04-2022,19.335,17.785,20.4825,17.785,,8.72%
19-04-2022,19.775,19.335,20.8075,14.6275,,2.28%
20-04-2022,18.6725,19.775,20.265,17.835,,-5.58%
21-04-2022,17.8525,18.6725,18.6725,13.35,,-4.39%
22-04-2022,18.3525,17.8525,18.76,17.8125,,2.80%
25-04-2022,21.2575,18.3525,21.755,18.3525,,15.83%
26-04-2022,19.1875,21.2575,21.2575,19.005,,-9.74%
27-04-2022,20.605,19.1875,21.365,19.1875,,7.39%
28-04-2022,19.3775,20.605,20.605,19.0225,,-5.96%
29-04-2022,19.415,19.3775,19.6475,18.2075,,0.19%
02-05-2022,20.2825,19.415,21.0625,19.415,,4.47%
04-05-2022,21.8775,20.2825,22.3875,18.4275,,7.86%
05-05-2022,20.2925,21.8775,21.8775,19.615,,-7.24%
06-05-2022,21.25,20.2925,21.81,19.3325,,4.72%
09-05-2022,22.0325,21.25,22.52,18.96,,3.68%
10-05-2022,22.3025,22.0325,22.515,21.2175,,1.23%
11-05-2022,22.8025,22.3025,24.1875,20.4825,,2.24%
12-05-2022,24.265,22.8025,25.315,21.15,,6.41%
13-05-2022,23.485,24.265,24.265,20.9675,,-3.21%
16-05-2022,24.5275,23.485,24.7125,21.275,,4.44%
17-05-2022,22.7425,24.5275,24.84,17.095,,-7.28%
18-05-2022,22.295,22.7425,23.06,21.34,,-1.97%
19-05-2022,24.5575,22.295,25.1475,22.295,,10.15%
20-05-2022,23.1,24.5575,24.5575,22.4425,,-5.94%
23-05-2022,23.3975,23.1,23.975,20.5,,1.29%
24-05-2022,25.635,23.3975,25.99,23.155,,9.56%
25-05-2022,25.2825,25.635,25.635,24.3625,,-1.38%
26-05-2022,22.7175,25.2825,25.2825,22.535,,-10.15%
27-05-2022,21.48,22.7175,22.7175,21.2,,-5.45%
30-05-2022,19.98,21.48,21.48,19.72,,-6.98%
31-05-2022,20.4775,19.98,20.75,19.68,,2.49%
01-06-2022,20.845,20.4775,21.3375,18.23,,1.79%
02-06-2022,20.32,20.845,20.9975,18.3825,,-2.52%
03-06-2022,19.975,20.32,20.32,18.735,,-1.70%
06-06-2022,20.2025,19.975,20.6825,18.65,,1.14%
07-06-2022,20.425,20.2025,21.07,19.4325,,1.10%
08-06-2022,19.8375,20.425,20.6875,19.3875,,-2.88%
09-06-2022,19.14,19.8375,19.8375,18.155,,-3.52%
10-06-2022,19.575,19.14,19.755,18.255,,2.27%
13-06-2022,22.365,19.575,22.8025,19.575,,14.25%
14-06-2022,21.8875,22.365,22.635,18.9475,,-2.14%
15-06-2022,22.1475,21.8875,22.365,20.95,,1.19%
16-06-2022,22.8675,22.1475,28.13,19.7475,,3.25%
17-06-2022,22.7575,22.8675,23.69,18.0225,,-0.48%
20-06-2022,22.4125,22.7575,23.635,16.0025,,-1.52%
21-06-2022,21.1425,22.4125,22.4125,20.48,,-5.67%
22-06-2022,21.3,21.1425,21.785,19.32,,0.74%
23-06-2022,20.88,21.3,21.71,18.355,,-1.97%
24-06-2022,20.55,20.88,21.2725,18.6825,,-1.58%
27-06-2022,21.005,20.55,21.12,19.545,,2.21%
28-06-2022,21.45,21.005,21.68,20.5125,,2.12%
29-06-2022,21.9,21.45,22.085,21.45,,2.10%
30-06-2022,21.84,21.9,22.2725,21.5375,,-0.27%
01-07-2022,21.25,21.84,22.43,21.1425,,-2.70%
04-07-2022,20.9725,21.25,22.2475,20.9225,,-1.31%
05-07-2022,20.7875,20.9725,20.9925,20.235,,-0.88%
06-07-2022,20.2675,20.7875,20.7875,19.8225,,-2.50%
07-07-2022,19.2025,20.2675,20.2675,19.0125,,-5.25%
08-07-2022,18.395,19.2025,19.2025,18.22,,-4.21%
11-07-2022,18.3675,18.395,19.215,16.6475,,-0.15%
12-07-2022,18.5475,18.3675,18.6375,17.3,,0.98%
13-07-2022,18.52,18.5475,18.7625,17.735,,-0.15%
14-07-2022,18.34,18.52,18.69,17.75,,-0.97%
15-07-2022,17.5975,18.34,18.34,17.53,,-4.05%
18-07-2022,17.16,17.5975,18.1825,16.47,,-2.49%
19-07-2022,17.2025,17.16,17.6675,16.3525,,0.25%
20-07-2022,16.8225,17.2025,17.2725,15.6575,,-2.21%
21-07-2022,16.8575,16.8225,17.2075,15.9725,,0.21%
22-07-2022,16.65,16.8575,16.9625,16.1625,,-1.23%
25-07-2022,17.68,16.65,17.9075,16.1775,,6.19%
26-07-2022,18.17,17.68,18.2675,17.355,,2.77%
27-07-2022,18.13,18.17,18.635,17.7525,,-0.22%
28-07-2022,17.0125,18.13,18.13,16.8375,,-6.16%
29-07-2022,16.55,17.0125,18.645,16.49,,-2.72%
01-08-2022,17.485,16.55,17.625,15.8925,,5.65%
02-08-2022,18.53,17.485,18.755,17.485,,5.98%
03-08-2022,18.45,18.53,19.1725,17.95,,-0.43%
04-08-2022,19.2575,18.45,21.06,17.625,,4.38%
05-08-2022,18.915,19.2575,19.39,18.0075,,-1.78%
08-08-2022,19.3025,18.915,20.18,17.78,,2.05%
10-08-2022,19.5875,19.3025,20.77,18.8575,,1.48%
11-08-2022,18.355,19.5875,19.5875,18.2,,-6.29%
12-08-2022,17.6075,18.355,18.525,17.41,,-4.07%
16-08-2022,17.685,17.6075,18.355,17.005,,0.44%
17-08-2022,17.6775,17.685,17.7875,16.5475,,-0.04%
18-08-2022,17.35,17.6775,18.44,16.715,,-1.85%
19-08-2022,18.285,17.35,18.5675,16.875,,5.39%
22-08-2022,19.0375,18.285,19.295,17.2,,4.12%
23-08-2022,19.05,19.0375,19.59,18.1775,,0.07%
24-08-2022,18.43,19.05,19.3425,17.9875,,-3.25%
25-08-2022,19.57,18.43,20.215,17.275,,6.19%
26-08-2022,18.215,19.57,19.57,15.825,,-6.92%
29-08-2022,19.8225,18.215,21.205,18.215,,8.83%
30-08-2022,18.7,19.8225,19.8225,17.2575,,-5.66%
01-09-2022,19.8725,18.7,20.9875,18.105,,6.27%
02-09-2022,19.55,19.8725,20.1425,17.4025,,-1.62%
05-09-2022,19.6625,19.55,20.29,19.45,,0.58%
06-09-2022,19.525,19.6625,20,18.645,,-0.70%
07-09-2022,19.3675,19.525,20.175,18.2775,,-0.81%
08-09-2022,18.305,19.3675,19.3675,17.3025,,-5.49%
09-09-2022,17.7175,18.305,18.51,16.545,,-3.21%
12-09-2022,17.9375,17.7175,18.3825,16.3925,,1.24%
13-09-2022,17.47,17.9375,17.9375,16.8575,,-2.61%
14-09-2022,18.2775,17.47,18.565,17.26,,4.62%
15-09-2022,18.3925,18.2775,19.215,16.78,,0.63%
16-09-2022,19.8225,18.3925,20.2425,18.3,,7.77%
19-09-2022,19.94,19.8225,21.205,16.4725,,0.59%
20-09-2022,18.7975,19.94,19.94,18.1125,,-5.73%
21-09-2022,19.325,18.7975,20.29,18.305,,2.81%
22-09-2022,18.815,19.325,20.1375,17.4075,,-2.64%
23-09-2022,20.5925,18.815,20.8125,17.345,,9.45%
26-09-2022,21.8925,20.5925,22.8975,18.805,,6.31%
27-09-2022,21.5675,21.8925,22.2925,20.7875,,-1.48%
28-09-2022,22.095,21.5675,22.3625,21.49,,2.45%
29-09-2022,21.3025,22.095,22.2875,21.065,,-3.59%
30-09-2022,19.9675,21.3025,21.9875,19.6975,,-6.27%
03-10-2022,21.365,19.9675,21.68,19.9675,,7.00%
04-10-2022,19.57,21.365,21.365,19.4475,,-8.40%
06-10-2022,19.315,19.57,20.02,18.585,,-1.30%
07-10-2022,18.8125,19.315,19.725,18.6875,,-2.60%
10-10-2022,19.6225,18.8125,20.34,18.8125,,4.31%
11-10-2022,20.49,19.6225,20.8175,19.09,,4.42%
12-10-2022,20.175,20.49,20.885,19.885,,-1.54%
13-10-2022,20.29,20.175,20.9425,18.4025,,0.57%
14-10-2022,18.2575,20.29,20.63,18.075,,-10.02%
17-10-2022,18.4175,18.2575,19.0775,18.2575,,0.88%
18-10-2022,17.4525,18.4175,18.4175,16.575,,-5.24%
19-10-2022,17.4875,17.4525,17.555,16.2275,,0.20%
20-10-2022,17.2325,17.4875,17.7625,15.5675,,-1.46%
21-10-2022,17.28,17.2325,17.4275,16.585,,0.28%
24-10-2022,17.4225,17.28,17.6725,17.07,,0.82%
25-10-2022,16.88,17.4225,17.6175,16.49,,-3.11%
27-10-2022,16.5975,16.88,17.07,14.79,,-1.67%
28-10-2022,15.9225,16.5975,17.0375,15.8475,,-4.07%
31-10-2022,15.8025,15.9225,16.63,15.07,,-0.75%
01-11-2022,16.13,15.8025,16.2025,15.1075,,2.07%
02-11-2022,16.6625,16.13,16.855,14.68,,3.30%
03-11-2022,15.9425,16.6625,16.7325,14.985,,-4.32%
04-11-2022,15.655,15.9425,16.2075,15.4825,,-1.80%
07-11-2022,15.585,15.655,16.355,15.2775,,-0.45%
09-11-2022,15.915,15.585,16.0675,15.0175,,2.12%
10-11-2022,15.5675,15.915,16.2925,15.4925,,-2.18%
11-11-2022,14.405,15.5675,15.5675,14.2775,,-7.47%
14-11-2022,14.91,14.405,15.27,12.555,,3.51%
15-11-2022,14.635,14.91,15.015,13.8275,,-1.84%
16-11-2022,15.1,14.635,15.5325,13.9275,,3.18%
17-11-2022,14.8775,15.1,16.2625,13.09,,-1.47%
18-11-2022,14.39,14.8775,15.6925,13.86,,-3.28%
21-11-2022,14.7975,14.39,15.5475,13.3625,,2.83%
22-11-2022,13.8425,14.7975,16.2725,13.32,,-6.45%
23-11-2022,14.0425,13.8425,14.3275,11.875,,1.44%
24-11-2022,13.4775,14.0425,14.0425,12.9975,,-4.02%
25-11-2022,13.3325,13.4775,15.7725,12.7725,,-1.08%
28-11-2022,13.565,13.3325,14.0575,12.41,,1.74%
29-11-2022,13.615,13.565,14.62,12.4075,,0.37%
30-11-2022,13.8075,13.615,14.05,12.7525,,1.41%
01-12-2022,13.36,13.8075,14.23,12.985,,-3.24%
02-12-2022,13.45,13.36,14.0925,12.96,,0.67%
05-12-2022,13.7325,13.45,14.4175,13.45,,2.10%
06-12-2022,14.0425,13.7325,14.2525,12.18,,2.26%
07-12-2022,14.0775,14.0425,14.4625,13.795,,0.25%
08-12-2022,13.3975,14.0775,14.89,13.26,,-4.83%
09-12-2022,13.4775,13.3975,13.9625,11.9125,,0.60%
12-12-2022,13.3175,13.4775,14.15,12.5275,,-1.19%
13-12-2022,12.8825,13.3175,13.5775,11.4325,,-3.27%
14-12-2022,12.885,12.8825,13.0825,11.5275,,0.02%
15-12-2022,13.7325,12.885,13.8825,12.5875,,6.58%
16-12-2022,14.07,13.7325,14.22,12.4925,,2.46%
19-12-2022,13.5525,14.07,14.4875,13.5,,-3.68%
20-12-2022,13.78,13.5525,14.9225,13.04,,1.68%
21-12-2022,15.5625,13.78,16.01,12.4625,,12.94%
22-12-2022,15.1875,15.5625,16.3,14.44,,-2.41%
23-12-2022,16.16,15.1875,16.48,14.4825,,6.40%
26-12-2022,15.9325,16.16,17.23,14.3075,,-1.41%
27-12-2022,15.29,15.9325,16.1325,14.925,,-4.03%
28-12-2022,15.395,15.29,15.6475,15.2725,,0.69%
29-12-2022,14.8125,15.395,15.77,14.71,,-3.78%
30-12-2022,14.8675,14.8125,15.115,14.2825,,0.37%
02-01-2023,14.685,14.8675,15.4525,14.5675,,-1.23%
03-01-2023,14.385,14.685,14.99,14.305,,-2.04%
04-01-2023,15.1975,14.385,15.6825,14.33,,5.65%
05-01-2023,14.9825,15.1975,15.6,14.8125,,-1.41%
06-01-2023,15.025,14.9825,15.4375,14.6225,,0.28%
09-01-2023,14.6525,15.025,15.3775,14.53,,-2.48%
10-01-2023,15.51,14.6525,15.935,14.5625,,5.85%
11-01-2023,15.435,15.51,16.225,15.115,,-0.48%
12-01-2023,15.275,15.435,16.0425,14.4175,,-1.04%
13-01-2023,14.46,15.275,15.6025,14.395,,-5.34%
16-01-2023,15.0225,14.46,15.3625,14.46,,3.89%
17-01-2023,14.59,15.0225,15.31,13.84,,-2.88%
18-01-2023,14.3725,14.59,14.75,12.4725,,-1.49%
19-01-2023,13.96,14.3725,14.8325,13.8925,,-2.87%
20-01-2023,13.7875,13.96,14.185,11.6425,,-1.24%
23-01-2023,13.6175,13.7875,14.26,13.48,,-1.23%
24-01-2023,13.6575,13.6175,13.81,13.3,,0.29%
25-01-2023,14.655,13.6575,15.4225,13.5175,,7.30%
27-01-2023,17.32,14.655,18.0125,14.5825,,18.18%
30-01-2023,17.71,17.32,19.39,17.29,,2.25%
31-01-2023,16.875,17.71,18.3675,16.565,,-4.71%
01-02-2023,16.78,16.875,18.54,14.8475,,-0.56%
02-02-2023,15.7325,16.78,17.7675,15.5075,,-6.24%
03-02-2023,14.3975,15.7325,15.7575,14.27,,-8.49%
06-02-2023,14.6875,14.3975,15.205,14.185,,2.01%
07-02-2023,14.125,14.6875,14.875,13.665,,-3.83%
08-02-2023,13.595,14.125,14.2475,13.535,,-3.75%
09-02-2023,13.04,13.595,13.815,12.0625,,-4.08%
10-02-2023,12.745,13.04,13.2775,12.2075,,-2.26%
13-02-2023,13.68,12.745,14.095,11.83,,7.34%
14-02-2023,13.4525,13.68,13.68,12.4525,,-1.66%
15-02-2023,12.86,13.4525,13.4525,11.28,,-4.40%
16-02-2023,12.89,12.86,13.1625,10.1725,,0.23%
17-02-2023,13.085,12.89,13.52,10.8025,,1.51%
20-02-2023,13.3825,13.085,13.7075,10.9225,,2.27%
21-02-2023,14.0075,13.3825,14.295,13.3825,,4.67%
22-02-2023,15.5875,14.0075,15.915,12.3775,,11.28%
23-02-2023,15.075,15.5875,16.01,14.5175,,-3.29%
24-02-2023,14.185,15.075,15.1425,14.0075,,-5.90%
27-02-2023,13.875,14.185,15.0975,13.75,,-2.19%
28-02-2023,14.02,13.875,14.5675,13.5,,1.05%
01-03-2023,12.995,14.02,14.02,12.275,,-7.31%
02-03-2023,12.97,12.995,13.55,11.1,,-0.19%
03-03-2023,12.18,12.97,12.97,11.98,,-6.09%
06-03-2023,12.2675,12.18,12.4725,11.8375,,0.72%
08-03-2023,12.45,12.2675,12.8475,11.8975,,1.49%
09-03-2023,12.725,12.45,12.8425,11.78,,2.21%
10-03-2023,13.4125,12.725,13.8175,12.725,,5.40%
13-03-2023,16.215,13.4125,16.4275,13.4125,,20.89%
14-03-2023,16.2175,16.215,16.6425,15.0025,,0.02%
15-03-2023,16.295,16.2175,16.505,14.5175,,0.48%
16-03-2023,16.2175,16.295,17.355,13.95,,-0.48%
17-03-2023,14.7675,16.2175,16.2175,14.6,,-8.94%
20-03-2023,16.0075,14.7675,17.22,14.52,,8.40%
21-03-2023,15.0825,16.0075,16.035,14.0825,,-5.78%
22-03-2023,14.8075,15.0825,15.0925,14.2425,,-1.82%
23-03-2023,14.49,14.8075,15.0575,13.9025,,-2.14%
24-03-2023,15.24,14.49,15.43,14.2025,,5.18%
27-03-2023,15.445,15.24,16.0925,15.0975,,1.35%
28-03-2023,15.1,15.445,15.6075,14.865,,-2.23%
29-03-2023,13.6275,15.1,15.1,13.32,,-9.75%
31-03-2023,12.935,13.6275,13.6275,12.0725,,-5.08%
03-04-2023,12.585,12.935,13.49,12.465,,-2.71%
05-04-2023,12.4125,12.585,12.805,12.0525,,-1.37%
06-04-2023,11.7975,12.4125,12.57,11.65,,-4.95%
10-04-2023,12.2725,11.7975,12.5625,11.7975,,4.03%
11-04-2023,11.975,12.2725,12.2725,11.665,,-2.42%
12-04-2023,12.2725,11.975,12.395,11.975,,2.48%
13-04-2023,11.9075,12.2725,12.51,11.84,,-2.97%
17-04-2023,12.265,11.9075,13.2725,11.9075,,3.00%
18-04-2023,12.075,12.265,12.525,11.8625,,-1.55%
19-04-2023,12.1525,12.075,12.47,11.1075,,0.64%
20-04-2023,11.94,12.1525,12.3975,11.58,,-1.75%
21-04-2023,11.63,11.94,12.04,11.52,,-2.60%
24-04-2023,11.6675,11.63,12.205,11.58,,0.32%
25-04-2023,11.52,11.6675,11.8125,11.425,,-1.26%
26-04-2023,11.6525,11.52,11.8975,11.2975,,1.15%
27-04-2023,11.425,11.6525,12.02,10.96,,-1.95%
28-04-2023,10.9475,11.425,11.5425,10.7875,,-4.18%
02-05-2023,11.8975,10.9475,12.0625,10.9475,,8.68%
03-05-2023,11.84,11.8975,12.25,11.13,,-0.48%
04-05-2023,11.7325,11.84,12.03,11.185,,-0.91%
05-05-2023,12.295,11.7325,12.375,11.53,,4.79%
08-05-2023,12.635,12.295,12.91,11.7225,,2.77%
09-05-2023,12.6775,12.635,12.815,11.6575,,0.34%
10-05-2023,13.0825,12.6775,13.2975,11.5425,,3.19%
11-05-2023,13.215,13.0825,13.74,12.815,,1.01%
12-05-2023,12.8525,13.215,13.51,12.7375,,-2.74%
15-05-2023,13.1725,12.8525,13.615,12.5375,,2.49%
16-05-2023,13.2925,13.1725,13.485,11.71,,0.91%
17-05-2023,13.105,13.2925,13.58,11.895,,-1.41%
18-05-2023,12.795,13.105,13.105,11.1375,,-2.37%
19-05-2023,12.3025,12.795,12.82,11.6875,,-3.85%
22-05-2023,12.57,12.3025,12.82,11.555,,2.17%
23-05-2023,12.605,12.57,13.075,12.3175,,0.28%
24-05-2023,13.1125,12.605,13.4375,12.41,,4.03%
25-05-2023,12.52,13.1125,13.1325,8.1825,,-4.52%
26-05-2023,11.9,12.52,12.8575,11.7,,-4.95%
29-05-2023,12.2975,11.9,12.4925,8.8075,,3.34%
30-05-2023,12.01,12.2975,12.38,11.7675,,-2.34%
31-05-2023,11.9725,12.01,12.4675,11.58,,-0.31%
01-06-2023,11.5975,11.9725,11.9725,11.22,,-3.13%
02-06-2023,11.125,11.5975,11.735,10.86,,-4.07%
05-06-2023,11.1375,11.125,11.335,10.3225,,0.11%
06-06-2023,11.38,11.1375,11.6175,10.465,,2.18%
07-06-2023,11.4425,11.38,11.5375,9.6375,,0.55%
08-06-2023,11.2575,11.4425,11.5675,10.13,,-1.62%
09-06-2023,11.12,11.2575,11.2975,10.3075,,-1.22%
12-06-2023,11.245,11.12,11.8025,10.5825,,1.12%
13-06-2023,11.11,11.245,11.25,9.99,,-1.20%
14-06-2023,11.1625,11.11,11.3675,10.6325,,0.47%
15-06-2023,11.08,11.1625,11.37,9.6925,,-0.74%
16-06-2023,10.84,11.08,11.08,10.5575,,-2.17%
19-06-2023,11.225,10.84,11.4975,10.33,,3.55%
20-06-2023,11.1325,11.225,11.4375,10.5675,,-0.82%
21-06-2023,11.2925,11.1325,11.4325,10.77,,1.44%
22-06-2023,11.5475,11.2925,11.7125,10.6925,,2.26%
23-06-2023,11.235,11.5475,11.8375,11.1425,,-2.71%
26-06-2023,11.395,11.235,11.925,11.235,,1.42%
27-06-2023,10.7775,11.395,11.4225,10.6925,,-5.42%
28-06-2023,10.8875,10.7775,11.535,10.6525,,1.02%
30-06-2023,10.8,10.8875,11.215,10.07,,-0.80%
03-07-2023,11.54,10.8,12.03,10.8,,6.85%
04-07-2023,11.7,11.54,11.99,11.5225,,1.39%
05-07-2023,11.8825,11.7,12.21,11.5675,,1.56%
06-07-2023,11.84,11.8825,12.205,11.7775,,-0.36%
07-07-2023,11.5325,11.84,12.0725,11.08,,-2.60%
10-07-2023,11.4625,11.5325,12.01,11.36,,-0.61%
11-07-2023,11.0125,11.4625,11.4625,10.945,,-3.93%
12-07-2023,10.935,11.0125,11.2,10.72,,-0.70%
13-07-2023,10.9375,10.935,11.1725,10.695,,0.02%
14-07-2023,10.6825,10.9375,10.9375,10.6125,,-2.33%
17-07-2023,11.315,10.6825,11.3975,9.8575,,5.92%
18-07-2023,11.71,11.315,12.02,11.0675,,3.49%
19-07-2023,11.6,11.71,11.9375,11.54,,-0.94%
20-07-2023,11.785,11.6,12.255,11.37,,1.59%
21-07-2023,11.485,11.785,12.0325,11.06,,-2.55%
24-07-2023,11.6525,11.485,11.995,10.5375,,1.46%
25-07-2023,10.2425,11.6525,11.6525,10.1125,,-12.10%
26-07-2023,10.4575,10.2425,10.8625,10.2175,,2.10%
27-07-2023,10.5125,10.4575,10.9825,9.8875,,0.53%
28-07-2023,10.135,10.5125,10.81,10.035,,-3.59%
31-07-2023,10.4125,10.135,11.1875,10.135,,2.74%
01-08-2023,10.2825,10.4125,10.7025,10.195,,-1.25%
02-08-2023,11.2775,10.2825,11.805,9.95,,9.68%
03-08-2023,11.185,11.2775,11.96,10.9825,,-0.82%
04-08-2023,10.5725,11.185,11.185,10.4825,,-5.48%
07-08-2023,11.1025,10.5725,11.4175,10.4025,,5.01%
08-08-2023,11.325,11.1025,11.53,11.1025,,2.00%
09-08-2023,11.14,11.325,11.765,10.485,,-1.63%
10-08-2023,11.4,11.14,11.91,10.6275,,2.33%
11-08-2023,11.5225,11.4,11.865,11.355,,1.07%
14-08-2023,11.995,11.5225,12.755,10.4775,,4.10%
16-08-2023,12.125,11.995,12.6825,11.995,,1.08%
17-08-2023,12.24,12.125,12.665,12.1125,,0.95%
18-08-2023,12.1425,12.24,12.4925,10.7875,,-0.80%
21-08-2023,11.96,12.1425,12.59,11.1725,,-1.50%
22-08-2023,11.7475,11.96,12.085,11.59,,-1.78%
23-08-2023,11.7275,11.7475,11.885,10.3075,,-0.17%
24-08-2023,11.7,11.7275,12.235,10.1975,,-0.23%
25-08-2023,12.0825,11.7,12.2425,9.98,,3.27%
28-08-2023,12.3975,12.0825,12.72,9.5,,2.61%
29-08-2023,12.225,12.3975,12.4625,10.6475,,-1.39%
30-08-2023,11.8,12.225,12.2425,11.4625,,-3.48%
31-08-2023,12.0625,11.8,12.28,11.76,,2.22%
01-09-2023,11.365,12.0625,12.18,10.4075,,-5.78%
04-09-2023,10.9625,11.365,11.5425,10.86,,-3.54%
05-09-2023,10.815,10.9625,11.085,9.365,,-1.35%
06-09-2023,10.6775,10.815,10.975,9.805,,-1.27%
07-09-2023,10.8725,10.6775,11.025,9.8,,1.83%
08-09-2023,10.78,10.8725,10.97,10.0775,,-0.85%
11-09-2023,11.3475,10.78,11.5,10.3375,,5.26%
12-09-2023,11.69,11.3475,12.0225,10.7125,,3.02%
13-09-2023,11.8275,11.69,12.0475,11.535,,1.18%
14-09-2023,11.3175,11.8275,12.0425,11.21,,-4.31%
15-09-2023,10.9025,11.3175,11.32,10.0725,,-3.67%
18-09-2023,10.835,10.9025,11.4075,10.45,,-0.62%
20-09-2023,11.1275,10.835,11.47,10.835,,2.70%
21-09-2023,10.8175,11.1275,11.39,10.62,,-2.79%
22-09-2023,10.66,10.8175,11.0725,10.3925,,-1.46%
25-09-2023,10.9,10.66,11.305,10.2725,,2.25%
26-09-2023,11.185,10.9,11.29,9.2475,,2.61%
27-09-2023,11.585,11.185,11.8225,9.39,,3.58%
28-09-2023,12.8225,11.585,13.0225,9.3975,,10.68%
29-09-2023,11.4525,12.8225,12.8225,11.3075,,-10.68%
03-10-2023,11.7875,11.4525,12.4075,10.775,,2.93%
04-10-2023,11.655,11.7875,12.22,11.115,,-1.12%
05-10-2023,10.94,11.655,11.655,10.8425,,-6.13%
06-10-2023,10.3,10.94,10.94,9.73,,-5.85%
09-10-2023,11.4,10.3,11.6325,10.12,,10.68%
10-10-2023,11.27,11.4,11.4,10.855,,-1.14%
11-10-2023,10.985,11.27,11.3225,10.39,,-2.53%
12-10-2023,10.6175,10.985,11.1175,10.565,,-3.35%
13-10-2023,10.6175,10.6175,11.025,10.4025,,0.00%
16-10-2023,11.07,10.6175,11.1525,9.1525,,4.26%
17-10-2023,10.695,11.07,11.07,10.4275,,-3.39%
18-10-2023,10.965,10.695,11.17,10.485,,2.52%
19-10-2023,10.8975,10.965,11.2125,10.0475,,-0.62%
20-10-2023,10.8175,10.8975,11.09,10.075,,-0.73%
23-10-2023,10.905,10.8175,11.3575,8.825,,0.81%
25-10-2023,11.3125,10.905,12.1775,9.965,,3.74%
26-10-2023,11.73,11.3125,12.7,11.3125,,3.69%
27-10-2023,10.905,11.73,12.305,10.6725,,-7.03%
30-10-2023,11.49,10.905,12.1925,10.905,,5.36%
31-10-2023,11.825,11.49,12.285,11.2625,,2.92%
01-11-2023,12.0475,11.825,12.195,11.825,,1.88%
02-11-2023,11.075,12.0475,12.0475,10.9475,,-8.07%
03-11-2023,10.8825,11.075,11.075,10.635,,-1.74%
06-11-2023,11.105,10.8825,11.28,10.38,,2.04%
07-11-2023,11.1925,11.105,12.1775,11,,0.79%
08-11-2023,11.0375,11.1925,11.3325,10.63,,-1.38%
09-11-2023,10.9825,11.0375,11.2525,10.37,,-0.50%
10-11-2023,11.1075,10.9825,11.3575,9.86,,1.14%
13-11-2023,11.1875,11.3475,11.6325,10.5025,,0.72%
15-11-2023,11.135,11.1875,11.4175,8.395,,-0.47%
16-11-2023,11.6475,11.135,11.8075,10.6175,,4.60%
17-11-2023,11.8275,11.6475,12.09,10.19,,1.55%
20-11-2023,12.1475,11.8275,12.67,11.2,,2.71%
21-11-2023,12.2325,12.1475,12.435,10.755,,0.70%
22-11-2023,11.865,12.2325,12.7075,11.0225,,-3.00%
23-11-2023,11.315,11.865,12.14,10.975,,-4.64%
24-11-2023,11.33,11.315,11.465,8.6775,,0.13%
28-11-2023,12.175,11.33,12.4925,11.065,,7.46%
29-11-2023,12.7075,12.175,14.46,11.3325,,4.37%
30-11-2023,12.69,12.7075,13.3525,11.7625,,-0.14%
01-12-2023,12.3825,12.69,12.755,11.7775,,-2.42%
04-12-2023,12.9925,12.3825,13.16,11.34,,4.93%
05-12-2023,13.4575,12.9925,13.8825,11.475,,3.58%
06-12-2023,13.74,13.4575,14.0875,12.6875,,2.10%
07-12-2023,12.6725,13.74,13.74,12.545,,-7.77%
08-12-2023,12.47,12.6725,12.875,12.135,,-1.60%
11-12-2023,12.7575,12.47,13.1225,12.2275,,2.31%
12-12-2023,12.7125,12.7575,12.8675,11.6925,,-0.35%
13-12-2023,12.065,12.7125,12.8175,11.54,,-5.09%
14-12-2023,12.32,12.065,12.5125,11,,2.11%
15-12-2023,13.1275,12.32,13.3425,10.8,,6.55%
18-12-2023,13.9,13.1275,14.1175,13.125,,5.88%
19-12-2023,13.8675,13.9,14.12,13.5525,,-0.23%
20-12-2023,14.45,13.8675,14.87,12.7775,,4.20%
21-12-2023,13.7575,14.45,15.01,12.2825,,-4.79%
22-12-2023,13.7075,13.7575,13.9875,12.225,,-0.36%
26-12-2023,14.6775,13.7075,14.95,13.7075,,7.08%
27-12-2023,15.5575,14.6775,15.7325,14.47,,6.00%
28-12-2023,15.14,15.5575,16.47,14.9625,,-2.68%
