Date,Price,Open,High,Low,Vol.,Change %
06-01-2015,17.42,14.1525,17.87,13.4575,,23.09%
07-01-2015,18.14,17.42,19.07,16.5025,,4.13%
08-01-2015,16.4725,18.14,18.14,15.3825,,-9.19%
09-01-2015,15.955,16.4725,16.9075,14.4625,,-3.14%
12-01-2015,16.11,15.955,17.5475,14.3725,,0.97%
13-01-2015,16.4825,16.11,16.81,14.5725,,2.31%
14-01-2015,17.2475,16.4825,17.795,14.66,,4.64%
15-01-2015,16.16,17.2475,17.2475,13.825,,-6.31%
16-01-2015,17.275,16.16,17.4975,14.86,,6.90%
19-01-2015,17.65,17.275,18.29,14.555,,2.17%
20-01-2015,17.2725,17.65,17.65,15.715,,-2.14%
21-01-2015,17.7125,17.2725,18.1425,14.33,,2.55%
22-01-2015,18.565,17.7125,18.7625,14.205,,4.81%
23-01-2015,17.885,18.565,18.74,13.46,,-3.66%
27-01-2015,18.085,17.885,18.685,16.7775,,1.12%
28-01-2015,19.77,18.085,20.145,17.62,,9.32%
29-01-2015,19.4325,19.77,20.5675,17.7025,,-1.71%
30-01-2015,20.1725,19.4325,21.21,18.325,,3.81%
02-02-2015,20.405,20.1725,21.365,19.855,,1.15%
03-02-2015,19.8075,20.405,20.48,19.0025,,-2.93%
04-02-2015,20.05,19.8075,20.2925,17.9725,,1.22%
05-02-2015,20.615,20.05,20.89,18.26,,2.82%
06-02-2015,20.685,20.615,21.24,18.72,,0.34%
09-02-2015,22.015,20.685,22.1225,18.5875,,6.43%
10-02-2015,21.1925,22.015,22.015,19.85,,-3.74%
11-02-2015,20.5025,21.1925,21.5075,18.535,,-3.26%
12-02-2015,20.1575,20.5025,20.96,17.93,,-1.68%
13-02-2015,20.1025,20.1575,20.4475,16.98,,-0.27%
16-02-2015,20.825,20.1025,21.1175,17.475,,3.59%
18-02-2015,20.9125,20.825,21.6475,18.6525,,0.42%
19-02-2015,20.3975,20.9125,21.9075,19.4025,,-2.46%
20-02-2015,21.2675,20.3975,21.2675,19.235,,4.27%
23-02-2015,21.6325,21.2675,22.02,19.405,,1.72%
24-02-2015,21.55,21.6325,22.0675,20.9175,,-0.38%
25-02-2015,20.775,21.55,21.55,20.215,,-3.60%
26-02-2015,20.58,20.775,21.235,19.9425,,-0.94%
27-02-2015,19.57,20.58,20.58,19.3,,-4.91%
28-02-2015,16.97,19.57,19.57,16.6925,,-13.29%
02-03-2015,15.8475,16.97,16.97,15.7425,,-6.61%
03-03-2015,15.4925,15.8475,15.9475,14.98,,-2.24%
04-03-2015,15.1975,15.4925,15.4925,14.2975,,-1.90%
05-03-2015,14.4375,15.1975,15.2475,13.97,,-5.00%
09-03-2015,15.8125,14.4375,16.0075,13.315,,9.52%
10-03-2015,15.5325,15.8125,16.15,14.955,,-1.77%
11-03-2015,15.13,15.5325,15.61,14.245,,-2.59%
12-03-2015,14.75,15.13,15.13,13.7825,,-2.51%
13-03-2015,14.965,14.75,15.235,13.45,,1.46%
16-03-2015,15.1775,14.965,15.37,14.3275,,1.42%
17-03-2015,15.1275,15.1775,15.4625,13.43,,-0.33%
18-03-2015,15.5125,15.1275,15.7025,13.7225,,2.55%
19-03-2015,15.1975,15.5125,15.5125,12.89,,-2.03%
20-03-2015,14.26,15.1975,15.36,13.0825,,-6.17%
23-03-2015,14.27,14.26,14.58,12.435,,0.07%
24-03-2015,13.6725,14.27,14.49,12.4525,,-4.19%
25-03-2015,13.1425,13.6725,13.9475,12.36,,-3.88%
26-03-2015,15.1625,13.1425,15.6075,12.5175,,15.37%
27-03-2015,14.5,15.1625,15.4025,14.37,,-4.37%
30-03-2015,14.2625,14.5,15.19,14.1075,,-1.64%
31-03-2015,14.4925,14.2625,14.74,13.855,,1.61%
01-04-2015,13.665,14.4925,14.6825,13.565,,-5.71%
06-04-2015,14.5725,13.665,15.0525,13.595,,6.64%
07-04-2015,14.25,14.5725,14.895,13.98,,-2.21%
08-04-2015,14.3475,14.25,14.695,13.35,,0.68%
09-04-2015,14.4175,14.3475,14.8925,13.2875,,0.49%
10-04-2015,14.255,14.4175,14.79,13.4275,,-1.13%
13-04-2015,14.4875,14.255,14.93,13.055,,1.63%
15-04-2015,14.62,14.4875,14.985,13.34,,0.91%
16-04-2015,14.95,14.62,15.3,12.9675,,2.26%
17-04-2015,15.04,14.95,15.1775,13.62,,0.60%
20-04-2015,16.2975,15.04,16.4225,13.6625,,8.36%
21-04-2015,17.03,16.2975,17.34,15.2275,,4.49%
22-04-2015,17.21,17.03,18.3775,14.69,,1.06%
23-04-2015,18.5,17.21,19.435,14.965,,7.50%
24-04-2015,19.105,18.5,19.5925,17.36,,3.27%
27-04-2015,18.735,19.105,20.0875,16.2175,,-1.94%
28-04-2015,17.41,18.735,18.895,16.745,,-7.07%
29-04-2015,17.235,17.41,17.885,15.725,,-1.01%
30-04-2015,17.225,17.235,18.1225,16.3075,,-0.06%
04-05-2015,17.3075,17.225,18.2825,16.96,,0.48%
05-05-2015,17.365,17.3075,18.07,16.2725,,0.33%
06-05-2015,19.67,17.365,20.4625,16.7075,,13.27%
07-05-2015,19.65,19.67,20.0325,18.335,,-0.10%
08-05-2015,19.11,19.65,19.65,17.4375,,-2.75%
11-05-2015,18.625,19.11,19.28,16.7675,,-2.54%
12-05-2015,20.545,18.625,21.3275,17.22,,10.31%
13-05-2015,20.685,20.545,21.4325,18.0975,,0.68%
14-05-2015,20.7,20.685,21.905,19.815,,0.07%
15-05-2015,19.815,20.7,20.9825,19.095,,-4.28%
18-05-2015,17.9025,19.815,20.47,16.77,,-9.65%
19-05-2015,18.27,17.9025,18.525,14.865,,2.05%
20-05-2015,17.7175,18.27,18.27,15.5725,,-3.02%
21-05-2015,17.4125,17.7175,18.06,16.1425,,-1.72%
22-05-2015,16.9475,17.4125,17.44,14.195,,-2.67%
25-05-2015,16.9325,16.9475,17.6975,14.68,,-0.09%
26-05-2015,17.0675,16.9325,17.8425,15.2875,,0.80%
27-05-2015,17.2825,17.0675,17.9675,16.905,,1.26%
28-05-2015,17.1325,17.2825,17.72,16.5975,,-0.87%
29-05-2015,16.6575,17.1325,17.71,16.4375,,-2.77%
01-06-2015,16.9125,16.6575,17.46,16.0575,,1.53%
02-06-2015,16.82,16.9125,17.1375,16.0325,,-0.55%
03-06-2015,17.505,16.82,17.9175,15.8575,,4.07%
04-06-2015,18.1225,16.82,18.67,16.465,,3.53%
05-06-2015,18.0875,18.1225,18.375,17.6875,,-0.19%
08-06-2015,18.885,18.0875,19.065,17.1575,,4.41%
09-06-2015,18.01,18.885,19.1175,16.475,,-4.63%
10-06-2015,17.0775,18.01,18.02,16.7125,,-5.18%
11-06-2015,17.805,17.0775,17.95,15.9475,,4.26%
12-06-2015,17.4775,17.805,18.2075,16.075,,-1.84%
15-06-2015,17.525,17.4775,18.02,15.3475,,0.27%
16-06-2015,17.1675,17.525,17.855,14.0925,,-2.04%
17-06-2015,16.7275,17.1675,17.1875,14.2975,,-2.56%
18-06-2015,16.015,16.7275,16.7275,14.235,,-4.26%
19-06-2015,15.085,16.015,16.015,14.905,,-5.81%
22-06-2015,15.4875,15.085,15.7475,13.735,,2.67%
23-06-2015,15.0425,15.4875,16.5425,14.8275,,-2.87%
24-06-2015,15.915,15.0425,16.61,14.945,,5.80%
25-06-2015,15.93,15.915,16.7075,15.4775,,0.09%
26-06-2015,15.76,15.93,16.525,15.515,,-1.07%
29-06-2015,17.2975,15.76,18.775,15.76,,9.76%
30-06-2015,16.9275,17.2975,17.8375,16.7775,,-2.14%
01-07-2015,15.845,16.9275,17.1,15.7175,,-6.39%
02-07-2015,15.5575,15.845,16.0775,15.1625,,-1.81%
03-07-2015,16.305,15.5575,16.3875,14.785,,4.80%
06-07-2015,16.0175,16.305,17.045,15.89,,-1.76%
07-07-2015,16.3075,16.0175,16.565,15.215,,1.81%
08-07-2015,17.79,16.3075,18.375,15.4425,,9.09%
09-07-2015,17.4375,17.79,18.075,16.2875,,-1.98%
10-07-2015,17.07,17.4375,17.6325,16.2375,,-2.11%
13-07-2015,16.2725,17.07,17.7175,15.5725,,-4.67%
14-07-2015,16.01,16.2725,16.615,14.695,,-1.61%
15-07-2015,15.5675,16.01,16.03,14.185,,-2.76%
16-07-2015,14.7825,15.5675,15.5675,14.2975,,-5.04%
17-07-2015,14.8025,14.7825,15.135,13.285,,0.14%
20-07-2015,14.96,14.8025,15.6175,12.7325,,1.06%
21-07-2015,15.0975,14.96,15.3075,13.0125,,0.92%
22-07-2015,15.13,15.0975,15.3525,13.5025,,0.22%
23-07-2015,15.52,15.13,15.74,13.1,,2.58%
24-07-2015,15.4575,15.52,15.93,12.07,,-0.40%
27-07-2015,16.37,15.4575,17.0525,12.925,,5.90%
28-07-2015,15.915,16.37,16.57,15.5925,,-2.78%
29-07-2015,15.8775,15.915,16.34,14.13,,-0.24%
30-07-2015,15.325,15.8775,15.8775,14.66,,-3.48%
31-07-2015,14.57,15.325,15.58,14.5,,-4.93%
03-08-2015,15.39,14.57,15.645,14.28,,5.63%
04-08-2015,14.83,15.39,15.695,14.28,,-3.64%
05-08-2015,14.665,14.83,14.8825,13.6875,,-1.11%
06-08-2015,14.73,14.665,15.0075,12.89,,0.44%
07-08-2015,14.91,14.73,15.065,13.17,,1.22%
10-08-2015,15.465,14.91,15.6225,14.2425,,3.72%
11-08-2015,15.8925,15.465,16.0925,13.5525,,2.76%
12-08-2015,17.445,15.8925,17.7175,14.785,,9.77%
13-08-2015,17.0175,17.445,17.445,16.245,,-2.45%
14-08-2015,16.02,17.0175,17.0175,15.135,,-5.86%
17-08-2015,16.4625,16.02,17.2025,15.29,,2.76%
18-08-2015,16.36,16.4625,16.6625,15.1,,-0.62%
19-08-2015,16.68,16.36,16.9925,14.9475,,1.96%
20-08-2015,16.975,16.68,17.205,15.465,,1.77%
21-08-2015,17.115,16.975,18.73,15.19,,0.82%
24-08-2015,28.13,17.115,30.6525,17.115,,64.36%
25-08-2015,26.8475,28.13,35.57,26.0825,,-4.56%
26-08-2015,25.515,26.8475,29.05,23.53,,-4.96%
27-08-2015,22.0425,25.515,25.515,21.515,,-13.61%
28-08-2015,23.33,22.0425,23.6725,19.8025,,5.84%
31-08-2015,24.595,23.33,24.7375,22.6775,,5.42%
01-09-2015,28.7175,24.595,30.4375,24.4425,,16.76%
02-09-2015,26.65,28.7175,28.7175,26.375,,-7.20%
03-09-2015,24.115,26.65,26.65,23.7175,,-9.51%
04-09-2015,26.4225,24.115,27.2525,23.415,,9.57%
07-09-2015,26.35,26.4225,26.825,24.5075,,-0.27%
08-09-2015,24.5675,26.35,26.435,23.8375,,-6.76%
09-09-2015,24.3,24.5675,24.6575,21.3525,,-1.09%
10-09-2015,24.745,24.3,25.835,24.0175,,1.83%
11-09-2015,24.975,24.745,25.26,23.26,,0.93%
14-09-2015,24.32,24.975,25.265,23.455,,-2.62%
15-09-2015,23.7425,24.32,24.5575,22.695,,-2.37%
16-09-2015,21.9975,23.7425,23.7425,21.6025,,-7.35%
18-09-2015,18.2925,21.9975,21.9975,17.8775,,-16.84%
21-09-2015,18.1775,18.2925,18.92,16.9925,,-0.63%
22-09-2015,20.345,18.1775,21.2475,17.2125,,11.92%
23-09-2015,20.6875,20.345,22.19,19.77,,1.68%
24-09-2015,20.8825,20.6875,21.5675,19.3825,,0.94%
28-09-2015,21.6675,20.8825,22.2375,20.77,,3.76%
29-09-2015,21.57,21.6675,23.6325,20.4425,,-0.45%
30-09-2015,19.625,21.57,21.57,19.3725,,-9.02%
01-10-2015,19.235,19.625,20.11,18.235,,-1.99%
05-10-2015,19.1275,19.235,19.4575,18.0625,,-0.56%
06-10-2015,19.305,19.1275,19.9,17.385,,0.93%
07-10-2015,19.3375,19.305,19.7375,17.8975,,0.17%
08-10-2015,19.5625,19.3375,19.93,17.3525,,1.16%
09-10-2015,18.925,19.5625,19.685,17.685,,-3.26%
12-10-2015,19.1225,18.925,19.985,17.185,,1.04%
13-10-2015,18.015,19.1225,19.22,17.8475,,-5.79%
14-10-2015,17.72,18.015,18.28,15.7575,,-1.64%
15-10-2015,17.17,17.72,17.72,14.855,,-3.10%
16-10-2015,16.275,17.17,17.1825,14.03,,-5.21%
19-10-2015,16.8775,16.275,17.0725,15.3025,,3.70%
20-10-2015,16.995,16.8775,17.175,14.525,,0.70%
21-10-2015,16.6225,16.995,17.425,13.6625,,-2.19%
23-10-2015,16.1925,16.6225,16.6225,14.65,,-2.59%
26-10-2015,17.23,16.1925,17.8225,15.005,,6.41%
27-10-2015,16.535,17.23,17.295,15.995,,-4.03%
28-10-2015,17.04,16.535,17.4775,15.555,,3.05%
29-10-2015,17.5825,17.04,17.9475,14.7175,,3.18%
30-10-2015,17.88,17.5825,18.325,16.8825,,1.69%
02-11-2015,19.4775,17.88,20.13,17.3775,,8.93%
03-11-2015,19.555,19.4775,19.9575,18.07,,0.40%
04-11-2015,19.355,19.555,19.6325,17.95,,-1.02%
05-11-2015,19.2925,19.355,19.7375,18.34,,-0.32%
06-11-2015,19.4725,19.2925,19.5875,16.615,,0.93%
09-11-2015,17.04,19.4725,19.4725,15.99,,-12.49%
10-11-2015,16.825,17.04,17.0625,15.2975,,-1.26%
11-11-2015,16.905,16.825,16.9475,14.5325,,0.48%
13-11-2015,17.6525,16.905,17.7225,15.795,,4.42%
16-11-2015,17.8775,17.6525,18.6075,15.2875,,1.27%
17-11-2015,16.9725,17.8775,17.8775,15.6225,,-5.06%
18-11-2015,17.415,16.9725,17.75,14.9025,,2.61%
19-11-2015,15.84,17.415,17.415,14.42,,-9.04%
20-11-2015,15.8975,15.84,16.1375,13.83,,0.36%
23-11-2015,17.075,15.8975,17.555,15.775,,7.41%
24-11-2015,16.245,17.075,17.075,15.6525,,-4.86%
26-11-2015,16.6875,16.245,16.785,15.085,,2.72%
27-11-2015,16.73,16.6875,16.98,16.17,,0.25%
30-11-2015,16.43,16.73,17.235,15.8525,,-1.79%
01-12-2015,15.635,16.43,16.43,15.525,,-4.84%
02-12-2015,15.4875,15.635,15.9825,14.725,,-0.94%
03-12-2015,16.055,15.4875,16.155,15.1175,,3.66%
04-12-2015,16.085,16.055,16.55,15.5625,,0.19%
07-12-2015,15.865,16.085,16.3625,15.79,,-1.37%
08-12-2015,15.9725,15.865,16.2425,15.47,,0.68%
09-12-2015,16.725,15.9725,16.9175,15.37,,4.71%
10-12-2015,16.2925,16.725,16.725,15.4625,,-2.59%
11-12-2015,17.1825,16.2925,17.77,15.0375,,5.46%
14-12-2015,17.7975,17.1825,18.365,16.46,,3.58%
15-12-2015,17.3425,17.7975,18.355,16.1125,,-2.56%
16-12-2015,16.7275,17.3425,17.3425,14.905,,-3.55%
17-12-2015,14.215,16.7275,16.7275,14.0225,,-15.02%
18-12-2015,14.4925,14.215,14.705,13.0375,,1.95%
21-12-2015,14.225,14.4925,14.9775,12.98,,-1.85%
22-12-2015,14.4825,14.225,14.605,12.225,,1.81%
23-12-2015,13.6525,14.4825,14.4825,12.625,,-5.73%
24-12-2015,13.745,13.6525,13.94,11.2025,,0.68%
28-12-2015,14.4025,13.745,14.525,10.375,,4.78%
29-12-2015,14.235,14.4025,14.71,13.3325,,-1.16%
30-12-2015,14.35,14.235,14.495,12.7825,,0.81%
31-12-2015,13.87,14.35,14.4875,12.9825,,-3.34%
01-01-2016,14.26,13.87,14.3475,13.105,,2.81%
04-01-2016,16.835,14.26,17.1025,14.03,,18.06%
05-01-2016,16.7025,16.835,16.835,15.5675,,-0.79%
06-01-2016,16.5525,16.7025,17.1625,15.6075,,-0.90%
07-01-2016,18.96,16.5525,19.255,16.49,,14.54%
08-01-2016,17.7975,18.96,18.96,16.8725,,-6.13%
11-01-2016,18.69,17.7975,19.2025,17.7975,,5.01%
12-01-2016,18.7125,18.69,19.1875,17.15,,0.12%
13-01-2016,18.3525,18.7125,19.6625,17.5225,,-1.92%
14-01-2016,18.605,18.3525,19.7875,16.465,,1.38%
15-01-2016,19.415,18.605,19.69,15.6725,,4.35%
18-01-2016,20.225,19.415,20.54,18.1025,,4.17%
19-01-2016,18.43,20.225,20.225,17.93,,-8.88%
20-01-2016,20.965,18.43,22.1075,17.1875,,13.75%
21-01-2016,20.8125,20.965,21.6925,17.8525,,-0.73%
22-01-2016,18.82,20.8125,20.8125,17.1175,,-9.57%
25-01-2016,18.265,18.82,19.1475,17.2125,,-2.95%
27-01-2016,19.0575,18.265,19.27,17.935,,4.34%
28-01-2016,17.9,19.0575,19.0575,17.2575,,-6.07%
29-01-2016,17.24,17.9,18.8,17.075,,-3.69%
01-02-2016,17.89,17.24,18.1725,17.125,,3.77%
02-02-2016,18.035,17.89,18.35,16.4875,,0.81%
03-02-2016,18.5875,18.035,18.94,18.015,,3.06%
04-02-2016,18.2075,18.5875,18.6525,17.325,,-2.04%
05-02-2016,18.115,18.2075,18.3275,16.5425,,-0.51%
08-02-2016,20.2575,18.115,20.4525,17.36,,11.83%
09-02-2016,21.7275,20.2575,22.0325,20.2475,,7.26%
10-02-2016,22.465,21.7275,23.095,21.435,,3.39%
11-02-2016,25.965,22.465,26.87,22.11,,15.58%
12-02-2016,24.6725,25.965,25.97,24.0075,,-4.98%
15-02-2016,22.375,24.6725,24.6725,21.7975,,-9.31%
16-02-2016,23.04,22.375,23.33,17.32,,2.97%
17-02-2016,21.8325,23.04,23.805,20.6375,,-5.24%
18-02-2016,21.485,21.8325,22.3,19.79,,-1.59%
19-02-2016,20.915,21.485,21.6625,17.6975,,-2.65%
22-02-2016,21.02,20.915,21.8625,17.4075,,0.50%
23-02-2016,23.8375,21.02,24.64,21.02,,13.40%
24-02-2016,22.955,23.8375,24.815,22.1275,,-3.70%
25-02-2016,22.745,22.955,23.4875,22.1975,,-0.91%
26-02-2016,21.865,22.745,23.145,21.19,,-3.87%
29-02-2016,20.1575,21.865,22.405,19.355,,-7.81%
01-03-2016,18.6725,20.1575,20.1575,18.4025,,-7.37%
02-03-2016,18.99,18.6725,19.2,17.495,,1.70%
03-03-2016,18.04,18.99,19.02,17.9075,,-5.00%
04-03-2016,17.8825,18.04,18.315,17.2,,-0.87%
08-03-2016,18.465,17.8825,18.975,17.41,,3.26%
09-03-2016,17.505,18.465,18.675,17.315,,-5.20%
10-03-2016,17.895,17.505,18.24,16.2675,,2.23%
11-03-2016,17.0975,17.895,17.895,16.0325,,-4.46%
14-03-2016,17.1025,17.0975,17.4,15.585,,0.03%
15-03-2016,17.5975,17.1025,17.84,15.23,,2.89%
16-03-2016,17.115,17.5975,17.88,14.5975,,-2.74%
17-03-2016,16.84,17.115,17.275,15.5575,,-1.61%
18-03-2016,16.3825,16.84,16.8675,14.9,,-2.72%
21-03-2016,16.3325,16.3825,17.11,14.8325,,-0.31%
22-03-2016,16.43,16.3325,16.8625,13.695,,0.60%
23-03-2016,16.345,16.43,16.87,13.9475,,-0.52%
28-03-2016,17.485,16.345,18.57,15.1825,,6.97%
29-03-2016,17.6375,17.485,18.04,16.805,,0.87%
30-03-2016,16.8075,17.6375,17.6375,16.57,,-4.71%
31-03-2016,16.5825,16.8075,16.885,15.4975,,-1.34%
01-04-2016,17.2775,16.5825,17.895,16.2925,,4.19%
04-04-2016,17.45,17.2775,18.1675,16.23,,1.00%
05-04-2016,17.83,17.45,18.0625,16.885,,2.18%
06-04-2016,17.345,17.83,17.9225,16.125,,-2.72%
07-04-2016,16.935,17.345,17.4225,16.335,,-2.36%
08-04-2016,16.4325,16.935,16.935,15.1975,,-2.97%
11-04-2016,16.0125,16.4325,16.79,14.88,,-2.56%
12-04-2016,16.025,16.0125,16.3025,14.6525,,0.08%
13-04-2016,16.035,16.025,16.12,13.55,,0.06%
18-04-2016,16.9475,16.035,17.4175,14.14,,5.69%
20-04-2016,17.075,16.9475,17.52,15.4325,,0.75%
21-04-2016,16.5125,17.075,17.075,15.6375,,-3.29%
22-04-2016,16.38,16.5125,16.8575,15.335,,-0.80%
25-04-2016,16.5725,16.38,17.03,16.1275,,1.18%
26-04-2016,16.58,16.5725,16.8175,15.6425,,0.05%
27-04-2016,16.3525,16.58,16.79,16.2275,,-1.37%
28-04-2016,16.5975,16.3525,16.77,15.3075,,1.50%
29-04-2016,16.5375,16.5975,17.24,15.63,,-0.36%
02-05-2016,17.0925,16.5375,17.655,16.5375,,3.36%
03-05-2016,17.4625,17.0925,18.0825,15.605,,2.16%
04-05-2016,17.445,17.4625,17.7825,16.2675,,-0.10%
05-05-2016,17.17,17.445,17.48,15.7275,,-1.58%
06-05-2016,16.9475,17.17,17.5025,16.055,,-1.30%
09-05-2016,16.6125,16.9475,16.9475,15.2175,,-1.98%
10-05-2016,16.415,16.6125,17.185,15.0225,,-1.19%
11-05-2016,16.9625,16.415,17.4625,15.5375,,3.34%
12-05-2016,16.3275,16.9625,17.1675,15.96,,-3.74%
13-05-2016,16.9975,16.3275,17.3675,14.195,,4.10%
16-05-2016,17.0325,16.9975,17.77,16.1675,,0.21%
17-05-2016,16.3725,17.0325,17.0325,15.735,,-3.87%
18-05-2016,16.455,16.3725,16.97,15.99,,0.50%
19-05-2016,17.0625,16.455,17.4175,15.4175,,3.69%
20-05-2016,16.425,17.0625,17.0625,14.9825,,-3.74%
23-05-2016,16.16,16.425,16.5525,15.1825,,-1.61%
24-05-2016,16.22,16.16,16.8875,15.6875,,0.37%
25-05-2016,15.52,16.22,16.22,14.5475,,-4.32%
26-05-2016,15.325,15.52,15.52,14.4675,,-1.26%
27-05-2016,15.26,15.325,15.8575,14.9375,,-0.42%
30-05-2016,15.975,15.26,16.4425,14.77,,4.69%
31-05-2016,16.045,15.975,16.3625,14.3025,,0.44%
01-06-2016,15.835,16.045,16.0975,14.72,,-1.31%
02-06-2016,15.0875,15.835,15.9375,14.96,,-4.72%
03-06-2016,14.995,15.0875,15.3925,14.0475,,-0.61%
06-06-2016,15.355,14.995,15.535,14.1175,,2.40%
07-06-2016,14.87,15.355,15.355,14.4025,,-3.16%
08-06-2016,15.1425,14.87,15.2875,13.315,,1.83%
09-06-2016,15.6725,15.1425,15.8325,13.975,,3.50%
10-06-2016,15.97,15.6725,16.27,14.5525,,1.90%
13-06-2016,16.5825,15.97,17.0775,15.6575,,3.84%
14-06-2016,17.19,16.5825,17.5375,14.91,,3.66%
15-06-2016,17.055,17.19,17.63,15.42,,-0.79%
16-06-2016,17.6975,17.055,18.4625,15.775,,3.77%
17-06-2016,17.35,17.6975,17.8975,16.04,,-1.96%
20-06-2016,17.5175,17.35,18.45,16.29,,0.97%
21-06-2016,17.26,17.5175,17.705,16.39,,-1.47%
22-06-2016,18.185,17.26,18.3125,16.22,,5.36%
23-06-2016,18.02,18.185,18.8275,16.9925,,-0.91%
24-06-2016,18.6275,18.02,21.05,16.1525,,3.37%
27-06-2016,18.53,18.6275,19.73,18.3825,,-0.52%
28-06-2016,17.725,18.53,18.81,17.445,,-4.34%
29-06-2016,16.155,17.725,17.725,15.905,,-8.86%
30-06-2016,16.29,16.155,16.41,14.655,,0.84%
01-07-2016,15.7375,16.29,16.3575,15.6525,,-3.39%
04-07-2016,15.5775,15.7375,15.965,15.15,,-1.02%
05-07-2016,15.3625,15.5775,15.7,14.8325,,-1.38%
07-07-2016,15.3075,15.3625,15.58,14.285,,-0.36%
08-07-2016,15.0825,15.3075,15.805,13.9125,,-1.47%
11-07-2016,14.8475,15.0825,15.0825,13.7575,,-1.56%
12-07-2016,14.7825,14.8475,15.03,13.815,,-0.44%
13-07-2016,15.325,14.7825,15.405,13.865,,3.67%
14-07-2016,15.61,15.325,15.9225,14.16,,1.86%
15-07-2016,15.6375,15.61,16.3225,13.92,,0.18%
18-07-2016,15.9875,15.6375,16.2025,14.1075,,2.24%
19-07-2016,15.795,15.9875,16.23,13.92,,-1.20%
20-07-2016,15.99,15.795,16.2125,14.1375,,1.23%
21-07-2016,15.7125,15.99,16.1125,14.0275,,-1.74%
22-07-2016,15.4975,15.7125,15.955,14.4425,,-1.37%
25-07-2016,15.7175,15.4975,16.1125,13.5225,,1.42%
26-07-2016,15.62,15.7175,16.1475,13.945,,-0.62%
27-07-2016,15.4275,15.62,15.67,14.47,,-1.23%
28-07-2016,15.1475,15.4275,15.535,12.5925,,-1.81%
29-07-2016,14.9175,15.1475,15.23,14.1525,,-1.52%
01-08-2016,15.18,14.9175,15.4775,14.36,,1.76%
02-08-2016,15.6925,15.18,15.7925,13.955,,3.38%
03-08-2016,16.2375,15.6925,16.445,14.295,,3.47%
04-08-2016,15.14,16.2375,16.2375,14.1025,,-6.76%
05-08-2016,14.3525,15.14,15.14,13.6175,,-5.20%
08-08-2016,14.5875,14.3525,14.8225,13.1125,,1.64%
09-08-2016,14.5375,14.5875,14.96,12.35,,-0.34%
10-08-2016,14.9225,14.5375,15.25,12.7125,,2.65%
11-08-2016,14.2125,14.9225,14.9225,13.1725,,-4.76%
12-08-2016,13.77,14.2125,14.2125,12.3725,,-3.11%
16-08-2016,14.1825,13.77,14.6375,13.14,,3.00%
17-08-2016,14.78,14.1825,14.905,12.7125,,4.21%
18-08-2016,14.55,14.78,14.78,12.91,,-1.56%
19-08-2016,14.5375,14.55,14.905,12.105,,-0.09%
22-08-2016,14.235,14.5375,15.005,13.27,,-2.08%
23-08-2016,13.8975,14.235,14.62,13.06,,-2.37%
24-08-2016,13.4875,13.8975,14.035,12.39,,-2.95%
25-08-2016,13.285,13.4875,13.6125,10.9275,,-1.50%
26-08-2016,13.57,13.285,14.205,12.35,,2.15%
29-08-2016,13.165,13.57,14.005,12.9375,,-2.98%
30-08-2016,13.02,13.165,13.165,12.2925,,-1.10%
31-08-2016,13.2425,13.02,13.5425,12.245,,1.71%
01-09-2016,13.34,13.2425,13.68,12.5375,,0.74%
02-09-2016,12.94,13.34,13.445,12.6375,,-3.00%
06-09-2016,12.75,12.94,13.18,12.3525,,-1.47%
07-09-2016,13.145,12.75,13.355,11.9475,,3.10%
08-09-2016,13.115,13.145,13.2325,12.045,,-0.23%
09-09-2016,13.23,13.115,13.4525,12.635,,0.88%
12-09-2016,15.24,13.23,15.34,12.7,,15.19%
14-09-2016,14.7625,15.24,15.52,14.2,,-3.13%
15-09-2016,14.6775,14.7625,15.08,13.44,,-0.58%
16-09-2016,14.58,14.6775,14.95,13.425,,-0.66%
19-09-2016,14.94,14.58,15.2025,13.6425,,2.47%
20-09-2016,14.78,14.94,15.15,13.77,,-1.07%
21-09-2016,14.805,14.78,14.9525,13.1675,,0.17%
22-09-2016,13.34,14.805,14.805,12.5925,,-9.90%
23-09-2016,13.2475,13.34,13.59,12.03,,-0.69%
26-09-2016,14.565,13.2475,14.785,12.8125,,9.95%
27-09-2016,14.25,14.565,14.565,13.7725,,-2.16%
28-09-2016,13.8475,14.25,14.3525,13.4925,,-2.82%
29-09-2016,18.45,13.8475,19.125,13.1525,,33.24%
30-09-2016,17.18,18.45,18.8475,16.8275,,-6.88%
03-10-2016,15.62,17.18,17.18,15.51,,-9.08%
04-10-2016,14.9925,15.62,15.715,14.8125,,-4.02%
05-10-2016,14.925,14.9925,15.145,13.905,,-0.45%
06-10-2016,14.835,14.925,15.1225,14.3275,,-0.60%
07-10-2016,14.485,14.835,14.97,13.78,,-2.36%
10-10-2016,14.285,14.485,14.565,13.27,,-1.38%
13-10-2016,15.425,14.285,16.0075,14.285,,7.98%
14-10-2016,14.8875,15.425,15.425,14.3325,,-3.48%
17-10-2016,15.655,14.8875,16.05,14.3475,,5.16%
18-10-2016,14.5375,15.655,15.655,14.3,,-7.14%
19-10-2016,14.6125,14.5375,14.9475,13.1525,,0.52%
20-10-2016,14.165,14.6125,14.6125,12.745,,-3.06%
21-10-2016,13.83,14.165,14.35,12.4325,,-2.36%
24-10-2016,14.3325,13.83,14.4475,13.1,,3.63%
25-10-2016,14.4825,14.3325,14.8125,12.84,,1.05%
